rank,word,training_frequency
1,is,11741
2,are,6332
3,university,5833
4,language,5824
5,s,5425
6,e,3652
7,linguistics,3057
8,information,2988
9,de,2766
10,mail,2660
11,one,2609
12,conference,2572
13,papers,2475
14,d,2207
15,t,2159
16,languages,2131
17,please,2098
18,english,2094
19,http,2068
20,address,1892
21,email,1885
22,workshop,1832
23,has,1797
24,was,1796
25,edu,1751
26,fax,1740
27,n,1726
28,research,1661
29,www,1652
30,our,1645
31,order,1495
32,m,1463
33,linguistic,1450
34,program,1438
35,us,1374
36,send,1333
37,name,1317
38,first,1314
39,paper,1303
40,call,1272
41,work,1251
42,uk,1224
43,two,1197
44,com,1165
45,theory,1158
46,l,1149
47,o,1145
48,th,1124
49,list,1123
50,been,1115
51,usa,1103
52,c,1098
53,book,1087
54,available,1083
55,number,1074
56,following,1067
57,web,1055
58,speech,1046
59,u,1029
60,each,1018
61,free,1017
62,report,1017
63,p,1013
64,registration,996
65,between,978
66,b,956
67,many,948
68,form,942
69,international,929
70,grammar,917
71,ac,893
72,contact,892
73,word,890
74,g,887
75,systems,886
76,h,881
77,syntax,873
78,analysis,860
79,case,860
80,must,857
81,based,855
82,money,853
83,abstracts,852
84,over,847
85,include,846
86,state,844
87,most,835
88,am,832
89,session,829
90,those,821
91,world,820
92,discourse,818
93,words,815
94,department,814
95,different,813
96,computer,808
97,john,792
98,la,792
99,j,790
100,including,786
101,data,783
102,text,781
103,does,777
104,r,776
105,here,771
106,studies,770
107,submission,759
108,addresses,758
109,science,753
110,special,743
111,both,742
112,where,738
113,abstract,734
114,site,733
115,phone,717
116,discussion,713
117,page,713
118,submissions,710
119,below,702
120,x,698
121,business,693
122,etc,692
123,further,689
124,second,687
125,internet,687
126,acquisition,686
127,committee,680
128,speakers,679
129,system,675
130,general,666
131,html,666
132,sent,665
133,structure,664
134,semantics,660
135,within,658
136,pp,651
137,had,645
138,even,640
139,were,637
140,invited,635
141,issues,634
142,before,624
143,after,621
144,non,619
145,much,617
146,part,617
147,used,613
148,processing,606
149,students,603
150,using,600
151,deadline,599
152,day,595
153,received,591
154,questions,591
155,subject,585
156,software,585
157,place,582
158,institute,577
159,natural,574
160,study,571
161,cognitive,568
162,through,567
163,same,567
164,tel,566
165,receive,566
166,translation,565
167,re,563
168,made,561
169,copy,561
170,interest,556
171,lexical,556
172,knowledge,552
173,need,549
174,computational,549
175,title,548
176,phonology,548
177,author,546
178,learning,543
179,development,540
180,possible,539
181,level,535
182,want,533
183,volume,533
184,three,522
185,full,518
186,german,518
187,dr,518
188,v,517
189,june,511
190,interested,510
191,chair,509
192,august,507
193,date,506
194,school,506
195,et,502
196,best,501
197,participants,498
198,k,497
199,line,496
200,break,496
201,st,495
202,check,495
203,f,493
204,french,492
205,held,491
206,social,490
207,important,490
208,change,489
209,every,488
210,home,488
211,related,487
212,years,485
213,linguist,478
214,press,478
215,applications,477
216,european,475
217,spanish,475
218,being,474
219,germany,472
220,orders,471
221,technology,471
222,per,469
223,given,468
224,credit,468
225,topics,467
226,sessions,466
227,canada,465
228,working,465
229,pages,464
230,own,463
231,authors,461
232,card,457
233,reports,457
234,provide,455
235,communication,454
236,course,454
237,ca,451
238,programme,449
239,area,448
240,semantic,448
241,syntactic,441
242,theoretical,441
243,via,440
244,minutes,439
245,american,437
246,japanese,437
247,july,430
248,message,429
249,field,425
250,above,425
251,student,424
252,least,424
253,help,421
254,september,420
255,copies,418
256,found,417
257,resources,416
258,position,415
259,electronic,415
260,present,415
261,york,415
262,example,414
263,mailing,414
264,since,413
265,areas,412
266,did,412
267,box,411
268,published,411
269,however,409
270,reference,409
271,des,409
272,linguists,409
273,evaluation,408
274,march,407
275,en,405
276,teaching,404
277,under,404
278,members,403
279,aspects,403
280,experience,403
281,a,402
282,read,399
283,submit,399
284,either,398
285,april,398
286,france,398
287,letter,397
288,account,396
289,four,396
290,several,394
291,price,394
292,current,394
293,days,392
294,ll,391
295,accepted,391
296,human,390
297,references,389
298,final,388
299,anyone,388
300,question,386
301,w,385
302,benjamins,385
303,verb,384
304,review,384
305,note,378
306,examples,378
307,coffee,377
308,approach,377
309,issue,377
310,journal,376
311,main,376
312,morphology,376
313,point,375
314,machine,374
315,might,372
316,city,372
317,while,370
318,section,370
319,proceedings,370
320,nl,370
321,particular,369
322,long,369
323,names,369
324,another,368
325,making,365
326,methods,365
327,single,364
328,focus,364
329,type,363
330,follow,362
331,results,361
332,details,360
333,back,360
334,let,360
335,education,359
336,little,359
337,meaning,359
338,college,358
339,topic,358
340,group,358
341,meeting,358
342,few,356
343,limited,356
344,why,355
345,context,354
346,national,351
347,right,351
348,le,350
349,various,350
350,links,350
351,david,349
352,approaches,349
353,forms,348
354,fee,347
355,without,347
356,marketing,347
357,london,346
358,society,345
359,multi,345
360,week,345
361,great,344
362,service,344
363,proposals,344
364,acl,344
365,summary,343
366,specific,342
367,cd,340
368,set,339
369,whether,338
370,chinese,338
371,corpus,335
372,researchers,335
373,native,335
374,logic,334
375,grammatical,333
