rank,word,training_frequency
1,is,12061
2,are,6458
3,language,5795
4,university,5740
5,s,5549
6,e,3772
7,linguistics,3012
8,information,2909
9,mail,2904
10,one,2683
11,de,2589
12,conference,2465
13,papers,2443
14,t,2262
15,languages,2205
16,d,2091
17,http,2064
18,please,2044
19,english,2023
20,address,1885
21,has,1880
22,email,1868
23,was,1866
24,workshop,1845
25,n,1792
26,our,1707
27,edu,1698
28,fax,1693
29,www,1633
30,research,1626
31,order,1481
32,program,1472
33,m,1409
34,us,1388
35,name,1385
36,send,1375
37,linguistic,1351
38,first,1332
39,paper,1309
40,call,1289
41,work,1287
42,two,1206
43,uk,1203
44,been,1149
45,list,1148
46,com,1120
47,c,1096
48,theory,1089
49,th,1089
50,number,1083
51,usa,1068
52,book,1067
53,available,1065
54,each,1059
55,following,1058
56,free,1056
57,o,1047
58,speech,1034
59,l,1019
60,report,1003
61,many,993
62,web,989
63,between,971
64,u,953
65,registration,942
66,p,938
67,word,935
68,form,930
69,b,928
70,systems,912
71,international,904
72,ac,894
73,contact,891
74,money,891
75,most,885
76,over,881
77,case,871
78,must,869
79,those,868
80,grammar,865
81,abstracts,860
82,am,853
83,g,848
84,department,847
85,syntax,843
86,words,843
87,based,836
88,include,835
89,state,831
90,here,827
91,does,821
92,different,818
93,analysis,813
94,computer,805
95,h,799
96,including,790
97,addresses,784
98,world,784
99,text,783
100,studies,771
101,john,757
102,submission,757
103,both,753
104,data,749
105,site,749
106,abstract,738
107,special,732
108,internet,732
109,science,730
110,r,726
111,discussion,722
112,discourse,717
113,had,716
114,business,715
115,la,712
116,session,710
117,where,710
118,below,707
119,submissions,705
120,j,702
121,phone,692
122,x,692
123,page,688
124,even,687
125,etc,685
126,used,684
127,system,677
128,within,673
129,second,672
130,acquisition,672
131,further,669
132,sent,668
133,before,665
134,committee,663
135,much,658
136,were,658
137,speakers,649
138,structure,647
139,html,643
140,pp,637
141,general,636
142,after,633
143,same,632
144,part,631
145,invited,627
146,day,626
147,re,620
148,software,616
149,semantics,606
150,issues,604
151,using,597
152,subject,592
153,received,591
154,students,591
155,non,590
156,place,587
157,deadline,587
158,questions,584
159,processing,584
160,through,580
161,copy,576
162,institute,575
163,need,574
164,receive,572
165,made,568
166,tel,565
167,interest,563
168,translation,561
169,natural,554
170,title,554
171,study,553
172,lexical,551
173,knowledge,550
174,author,549
175,cognitive,547
176,learning,544
177,want,542
178,full,539
179,level,538
180,computational,534
181,possible,533
182,phonology,533
183,interested,522
184,being,520
185,three,518
186,best,517
187,date,516
188,volume,516
189,school,514
190,development,512
191,june,510
192,german,505
193,years,502
194,technology,501
195,related,496
196,important,496
197,social,495
198,course,494
199,line,493
200,check,493
201,dr,489
202,st,487
203,every,484
204,own,484
205,spanish,482
206,provide,482
207,french,479
208,orders,479
209,participants,474
210,per,474
211,press,472
212,august,470
213,home,469
214,card,469
215,given,468
216,authors,468
217,held,467
218,reports,466
219,european,464
220,applications,463
221,canada,463
222,topics,462
223,working,461
224,linguist,460
225,change,458
226,k,456
227,pages,456
228,ca,455
229,help,454
230,mailing,454
231,least,453
232,f,453
233,break,453
234,field,451
235,via,451
236,message,449
237,above,449
238,sessions,448
239,area,448
240,since,448
241,american,447
242,syntactic,446
243,example,446
244,germany,446
245,programme,445
246,v,445
247,credit,445
248,et,439
249,read,436
250,chair,432
251,did,431
252,letter,430
253,a,430
254,semantic,428
255,position,427
256,type,424
257,found,423
258,electronic,422
259,present,422
260,however,420
261,communication,419
262,minutes,419
263,student,418
264,teaching,417
265,ll,416
266,resources,416
267,copies,416
268,either,415
269,theoretical,415
270,published,413
271,box,412
272,note,411
273,areas,410
274,service,408
275,days,407
276,several,406
277,point,405
278,linguists,404
279,four,403
280,price,402
281,while,402
282,under,402
283,accepted,402
284,question,401
285,york,400
286,account,398
287,evaluation,398
288,july,398
289,aspects,397
290,might,396
291,september,396
292,members,395
293,march,395
294,anyone,394
295,reference,394
296,names,394
297,references,391
298,verb,390
299,submit,389
300,examples,388
301,france,388
302,follow,387
303,april,386
304,meaning,386
305,back,385
306,another,384
307,experience,381
308,current,378
309,final,377
310,journal,377
311,why,376
312,human,376
313,few,375
314,making,375
315,review,373
316,benjamins,373
317,en,372
318,issue,372
319,limited,372
320,context,371
321,long,370
322,des,369
323,results,369
324,marketing,369
325,focus,368
326,single,367
327,right,366
328,nl,366
329,w,365
330,details,364
331,without,364
332,let,364
333,main,364
334,little,362
335,particular,362
336,city,361
337,various,361
338,methods,361
339,approach,360
340,coffee,359
341,japanese,359
342,specific,357
343,summary,356
344,major,354
345,whether,352
346,college,352
347,national,352
348,education,351
349,still,351
350,machine,349
351,morphology,348
352,proposals,348
353,proceedings,345
354,researchers,344
355,acl,344
356,affiliation,343
357,due,342
358,corpus,342
359,group,341
360,great,341
361,bulk,341
362,set,340
363,topic,339
364,approaches,337
365,forms,337
366,movement,334
367,today,334
368,fee,333
369,ed,333
370,chinese,333
371,spoken,333
372,thanks,332
373,london,332
374,others,332
375,logic,331
376,multi,331
377,written,330
378,format,330
379,david,329
380,lists,329
381,programs,328
382,cd,328
383,week,328
384,grammatical,326
385,association,325
386,together,325
387,submitted,325
388,netherlands,323
389,society,322
390,start,321
391,problem,321
392,cost,320
393,ve,320
394,original,319
395,co,319
396,less,317
397,applied,317
398,fact,316
399,history,316
400,native,316
401,opportunity,316
402,works,315
403,again,314
404,post,313
405,van,313
406,wide,312
407,problems,312
408,presentation,312
409,always,311
410,meeting,310
411,plus,307
412,off,306
413,professor,305
414,rather,305
415,historical,304
416,california,304
417,der,304
418,series,303
419,person,302
420,offer,299
421,required,299
422,really,299
423,standard,299
424,reading,298
425,hard,298
426,process,297
427,easy,297
428,modern,296
429,speaker,296
430,writing,295
431,evidence,295
432,publications,294
433,le,294
434,au,294
435,phonological,294
436,y,293
437,sure,293
438,formal,293
439,comparative,293
440,real,292
441,symposium,292
442,workshops,292
443,until,291
444,local,290
445,section,290
446,lunch,289
447,future,289
448,cs,288
449,paris,287
450,october,286
451,recent,286
452,texts,285
453,thank,285
454,view,284
455,academic,284
456,support,283
457,never,283
458,oxford,283
459,ever,283
460,life,283
461,code,283
462,application,282
463,centre,281
464,terms,281
465,end,281
466,product,281
467,additional,280
468,old,279
469,especially,279
470,center,278
471,down,277
472,better,277
473,remove,277
474,role,276
475,simple,276
476,length,276
477,net,276
478,next,275
479,room,275
480,children,275
481,telephone,274
482,japan,274
483,short,273
484,mit,273
485,books,272
486,dept,272
487,hotel,271
488,too,271
489,yes,270
490,around,269
491,office,269
492,later,269
493,file,269
494,michael,268
495,complete,268
496,version,268
497,interpretation,268
498,click,268
499,project,267
500,large,267
501,content,267
502,access,267
503,search,266
504,cambridge,266
505,sciences,265
506,introduction,265
507,description,265
