rank,word,training_frequency
1,is,12061
2,are,6458
3,language,5795
4,university,5740
5,s,5549
6,e,3772
7,linguistics,3012
8,information,2909
9,mail,2904
10,one,2683
11,de,2589
12,conference,2465
13,papers,2443
14,t,2262
15,languages,2205
16,d,2091
17,http,2064
18,please,2044
19,english,2023
20,address,1885
21,has,1880
22,email,1868
23,was,1866
24,workshop,1845
25,n,1792
26,our,1707
27,edu,1698
28,fax,1693
29,www,1633
30,research,1626
31,order,1481
32,program,1472
33,m,1409
34,us,1388
35,name,1385
36,send,1375
37,linguistic,1351
38,first,1332
39,paper,1309
40,call,1289
41,work,1287
42,two,1206
43,uk,1203
44,been,1149
45,list,1148
46,com,1120
47,c,1096
48,theory,1089
49,th,1089
50,number,1083
