rank,word,training_frequency
1,is,12100
2,are,6583
3,university,6051
4,language,5989
5,s,5741
6,e,3899
7,linguistics,3156
8,mail,3064
9,information,3038
10,one,2743
11,conference,2694
12,de,2687
13,papers,2560
14,t,2318
15,d,2251
16,languages,2183
17,please,2136
18,http,2016
19,address,1997
20,email,1929
21,english,1897
22,workshop,1892
23,has,1876
24,n,1843
25,fax,1807
26,was,1774
27,our,1713
28,edu,1680
29,research,1669
30,www,1626
31,order,1579
32,m,1550
33,program,1540
34,name,1456
35,us,1455
36,linguistic,1447
37,send,1421
38,first,1384
39,call,1370
40,paper,1337
41,work,1322
42,uk,1253
43,two,1228
44,o,1175
45,l,1156
46,theory,1155
47,list,1154
48,been,1147
49,c,1146
50,number,1142
51,th,1141
52,free,1124
53,usa,1098
54,book,1094
55,following,1092
56,each,1089
57,report,1085
58,com,1078
59,speech,1076
60,u,1069
61,p,1061
62,web,1061
63,available,1056
64,registration,1044
65,between,984
66,form,983
67,money,966
68,many,965
69,international,957
70,systems,943
71,b,942
72,contact,925
73,word,923
74,abstracts,916
75,grammar,915
76,ac,911
77,department,908
78,g,895
79,syntax,890
80,over,885
81,analysis,884
82,include,881
83,must,881
84,those,880
85,computer,880
86,case,879
87,most,877
88,based,855
89,session,854
90,discourse,853
91,h,851
92,am,846
93,j,842
94,text,839
95,state,838
96,different,830
97,world,829
98,addresses,820
99,words,814
100,including,797
