rank,word,training_frequency
1,is,11791
2,are,6182
3,language,5811
4,university,5562
5,s,5554
6,e,3727
7,linguistics,2942
8,mail,2762
9,information,2721
10,one,2600
11,de,2370
12,t,2327
13,conference,2290
14,english,2164
15,languages,2100
16,papers,2023
17,please,1957
18,was,1949
19,http,1901
20,has,1867
21,n,1854
22,address,1731
23,d,1719
24,edu,1701
25,our,1679
26,research,1616
27,workshop,1615
28,fax,1608
29,www,1508
30,email,1505
31,m,1479
32,us,1405
33,order,1396
34,linguistic,1366
35,program,1322
36,first,1288
37,name,1266
38,work,1236
39,send,1228
40,uk,1203
41,two,1191
42,list,1173
43,call,1165
44,been,1136
45,c,1135
46,com,1122
47,l,1109
48,paper,1091
49,o,1074
50,speech,1065
51,available,1050
52,u,1047
53,following,1043
54,number,1038
55,free,1033
56,th,1012
57,book,1008
58,theory,1004
59,web,992
60,p,990
61,many,970
62,b,965
63,report,956
64,usa,949
65,each,946
66,word,934
67,registration,924
68,h,916
69,between,912
70,g,896
71,grammar,888
72,form,883
73,ac,883
74,case,878
75,contact,877
76,department,865
77,international,864
78,systems,863
79,here,855
80,most,854
81,money,849
82,those,844
83,am,844
84,j,827
85,over,820
86,words,819
87,does,817
88,syntax,809
89,john,806
90,based,806
91,analysis,800
92,discourse,799
93,state,792
94,must,791
95,world,789
96,r,788
97,computer,780
98,different,778
99,text,774
100,include,757
