rank,word,training_frequency
1,is,12126
2,are,6534
3,language,6093
4,university,6046
5,s,5639
6,e,4051
7,linguistics,3067
8,mail,3063
9,information,2983
10,one,2701
11,conference,2640
12,de,2626
13,papers,2521
14,t,2354
15,d,2322
16,languages,2202
17,http,2139
18,english,2139
19,please,2111
20,address,1967
21,workshop,1883
22,has,1865
23,was,1846
24,n,1841
25,edu,1828
26,email,1821
27,fax,1788
28,research,1740
29,www,1722
30,our,1705
31,m,1544
32,program,1521
33,order,1495
34,linguistic,1438
35,name,1428
36,us,1427
37,send,1403
38,first,1358
39,call,1345
40,paper,1321
41,uk,1286
42,two,1268
43,work,1263
44,list,1203
45,com,1201
46,l,1199
47,o,1184
48,c,1152
49,th,1149
50,theory,1149
