rank,word,training_frequency
1,is,11791
2,are,6182
3,language,5811
4,university,5562
5,s,5554
6,e,3727
7,linguistics,2942
8,mail,2762
9,information,2721
10,one,2600
11,de,2370
12,t,2327
13,conference,2290
14,english,2164
15,languages,2100
16,papers,2023
17,please,1957
18,was,1949
19,http,1901
20,has,1867
21,n,1854
22,address,1731
23,d,1719
24,edu,1701
25,our,1679
26,research,1616
27,workshop,1615
28,fax,1608
29,www,1508
30,email,1505
31,m,1479
32,us,1405
33,order,1396
34,linguistic,1366
35,program,1322
36,first,1288
37,name,1266
38,work,1236
39,send,1228
40,uk,1203
41,two,1191
42,list,1173
43,call,1165
44,been,1136
45,c,1135
46,com,1122
47,l,1109
48,paper,1091
49,o,1074
50,speech,1065
51,available,1050
52,u,1047
53,following,1043
54,number,1038
55,free,1033
56,th,1012
57,book,1008
58,theory,1004
59,web,992
60,p,990
61,many,970
62,b,965
63,report,956
64,usa,949
65,each,946
66,word,934
67,registration,924
68,h,916
69,between,912
70,g,896
71,grammar,888
72,form,883
73,ac,883
74,case,878
75,contact,877
76,department,865
77,international,864
78,systems,863
79,here,855
80,most,854
81,money,849
82,those,844
83,am,844
84,j,827
85,over,820
86,words,819
87,does,817
88,syntax,809
89,john,806
90,based,806
91,analysis,800
92,discourse,799
93,state,792
94,must,791
95,world,789
96,r,788
97,computer,780
98,different,778
99,text,774
100,include,757
101,science,744
102,where,731
103,la,719
104,site,719
105,had,714
106,data,711
107,studies,704
108,were,701
109,including,701
110,abstracts,696
111,discussion,689
112,both,689
113,etc,688
114,used,688
115,session,687
116,even,683
117,system,681
118,phone,679
119,internet,677
120,second,674
121,addresses,671
122,business,670
123,x,666
124,special,664
125,below,664
126,acquisition,660
127,pp,653
128,speakers,644
129,further,642
130,re,630
131,before,626
132,much,622
133,general,618
134,part,614
135,html,611
136,page,608
137,within,604
138,submission,604
139,sent,603
140,after,602
141,day,599
142,structure,598
143,non,596
144,same,592
145,using,585
146,abstract,584
147,processing,581
148,institute,578
149,subject,576
150,committee,573
151,submissions,569
152,invited,568
153,issues,565
154,through,564
155,questions,563
156,want,559
157,made,556
158,translation,555
159,need,555
160,semantics,549
161,natural,548
162,tel,547
163,students,547
164,study,544
165,received,544
166,software,541
167,interest,540
168,place,538
169,german,538
170,level,530
171,being,528
172,development,522
173,receive,522
174,phonology,519
175,interested,517
176,v,516
177,cognitive,516
178,possible,513
179,dr,512
180,best,512
181,course,510
182,f,510
183,full,509
184,school,508
185,knowledge,508
186,copy,504
187,computational,504
188,spanish,503
189,years,502
190,linguist,502
191,august,500
192,own,499
193,date,496
194,three,496
195,deadline,494
196,press,494
197,social,493
198,learning,493
199,lexical,493
200,k,489
201,american,485
202,home,485
203,check,484
204,change,474
205,st,471
206,related,470
207,june,466
208,help,465
209,important,465
210,author,465
211,title,463
212,volume,459
213,applications,458
214,since,457
215,technology,457
216,working,455
217,break,454
218,et,453
219,japanese,451
220,every,450
221,french,450
222,least,448
223,teaching,447
224,communication,445
225,european,445
226,example,445
227,line,444
228,per,444
229,human,444
230,canada,443
231,participants,442
232,message,442
233,programme,439
234,did,439
235,reports,436
236,ca,434
237,experience,434
238,provide,430
239,held,427
240,chair,426
241,given,425
242,reference,425
243,linguists,424
244,anyone,421
245,position,420
246,however,419
247,field,417
248,a,417
249,syntactic,417
250,mailing,417
251,question,416
252,above,415
253,july,414
254,orders,414
255,found,413
256,w,413
257,read,411
258,pages,411
259,york,411
260,area,410
261,via,410
262,resources,410
263,type,409
264,semantic,409
265,germany,409
266,september,408
267,present,408
268,service,408
269,credit,407
270,might,402
271,another,402
272,point,398
273,examples,394
274,under,394
275,box,393
276,topics,393
277,members,392
278,note,392
279,published,392
280,card,388
281,benjamins,388
282,why,387
283,several,386
284,references,386
285,meaning,386
286,areas,385
287,while,385
288,either,383
289,sessions,382
290,verb,382
291,electronic,381
292,ll,380
293,four,380
294,national,377
295,long,377
296,authors,376
297,aspects,374
298,back,373
299,summary,373
300,april,373
