rank,word,training_frequency
1,is,11880
2,are,6312
3,language,5793
4,s,5682
5,university,5503
6,e,3775
7,linguistics,3041
8,mail,2823
9,information,2748
10,one,2660
11,de,2554
12,conference,2344
13,t,2285
14,languages,2192
15,d,2141
16,papers,2112
17,english,2098
18,http,1965
19,was,1947
20,please,1945
21,has,1851
22,n,1850
23,address,1794
24,email,1777
25,edu,1746
26,our,1731
27,fax,1683
28,research,1590
29,www,1581
30,m,1548
31,workshop,1507
32,order,1448
33,program,1443
34,us,1406
35,linguistic,1345
36,send,1343
37,name,1305
38,first,1286
39,work,1254
40,call,1229
41,com,1183
42,two,1176
43,list,1171
44,uk,1150
45,been,1128
46,paper,1122
47,l,1121
48,c,1116
49,theory,1109
50,free,1094
51,u,1074
52,number,1067
53,th,1052
54,following,1052
55,speech,1048
56,p,1041
57,available,1033
58,o,1026
59,book,1025
60,web,1020
61,many,997
62,each,986
63,usa,977
64,report,965
65,b,956
66,between,938
67,registration,927
68,h,914
69,g,908
70,money,903
71,word,899
72,form,896
73,contact,885
74,most,883
75,am,875
76,department,872
77,international,870
78,grammar,867
79,ac,859
80,systems,858
81,over,852
82,syntax,850
83,those,840
84,j,832
85,here,820
86,computer,813
87,r,809
88,based,806
89,john,804
90,addresses,799
91,state,796
92,analysis,795
93,does,790
94,world,790
95,discourse,784
96,text,781
97,words,781
98,different,773
99,abstracts,771
100,must,768
101,case,759
102,include,752
103,science,747
104,including,745
105,studies,741
106,la,735
107,session,731
108,both,727
109,site,726
110,internet,722
111,business,717
112,where,714
113,had,710
114,were,708
115,discussion,706
116,phone,706
117,special,699
118,data,698
119,x,693
120,used,685
121,below,683
122,system,681
123,second,677
124,etc,670
125,even,667
126,further,663
127,much,653
128,abstract,650
129,pp,650
130,speakers,641
131,software,638
132,day,636
133,acquisition,636
134,page,634
135,before,633
136,within,631
137,general,631
138,structure,631
139,re,629
140,semantics,627
141,part,625
142,sent,619
143,after,617
144,students,615
145,using,610
146,same,609
147,html,598
148,non,597
149,issues,593
150,submission,588
151,invited,586
152,receive,579
153,need,576
154,want,575
155,committee,574
156,processing,573
157,subject,570
158,study,569
159,received,569
160,submissions,567
161,natural,563
162,place,561
163,institute,560
164,made,558
165,translation,558
166,phonology,557
167,questions,555
168,cognitive,553
169,german,547
170,through,546
171,tel,544
172,learning,540
173,three,538
174,interest,537
175,knowledge,525
176,best,525
177,interested,524
178,v,523
179,lexical,523
180,f,522
181,being,522
182,volume,520
183,possible,519
184,school,515
185,check,515
186,k,513
187,level,512
188,author,510
189,french,508
190,copy,506
191,course,501
192,computational,501
193,development,500
194,full,499
195,years,497
196,press,497
197,home,495
198,dr,494
199,date,493
200,title,493
201,linguist,489
202,change,489
203,per,488
204,deadline,487
205,technology,487
206,american,483
207,spanish,479
208,line,478
209,related,477
210,every,476
211,st,472
212,own,471
213,credit,467
214,mailing,463
215,june,461
216,august,461
217,orders,461
218,break,458
219,chair,457
220,social,456
221,help,456
222,et,456
223,teaching,453
224,least,453
225,applications,450
226,card,450
227,provide,449
228,japanese,449
229,european,447
230,given,446
231,message,446
232,ca,445
233,since,445
234,participants,444
235,important,442
236,syntactic,441
237,via,439
238,working,437
239,example,437
240,held,437
241,experience,432
242,did,432
243,field,431
244,found,426
245,york,424
246,pages,423
247,communication,422
248,area,422
249,letter,422
250,linguists,422
251,reports,421
252,type,420
253,human,420
254,box,419
255,position,417
256,ll,417
257,above,417
258,germany,417
259,topics,416
260,point,415
261,a,414
262,semantic,412
263,september,411
264,read,410
265,present,409
266,reference,408
267,however,407
268,published,407
269,service,407
270,price,404
271,w,404
272,might,403
273,days,402
274,canada,402
275,question,402
276,theoretical,401
277,july,400
278,areas,399
279,programme,395
280,making,395
281,note,394
282,references,394
283,anyone,393
284,while,393
285,authors,392
286,benjamins,392
287,several,391
288,minutes,391
289,either,390
290,account,389
291,student,388
292,few,388
293,back,387
294,long,387
295,names,387
296,sessions,386
297,journal,385
298,why,379
299,members,378
300,en,377
301,particular,377
302,examples,376
303,aspects,375
304,another,375
305,national,373
306,current,373
307,let,372
308,under,372
309,issue,371
310,thanks,370
311,context,369
312,right,367
313,four,367
314,week,367
315,single,366
316,little,366
317,nl,366
318,education,365
319,cd,365
320,approach,365
321,meaning,364
322,copies,362
323,evaluation,361
324,des,361
325,summary,361
326,society,360
327,electronic,360
328,main,360
329,morphology,355
330,verb,354
331,college,352
332,marketing,352
333,focus,351
334,great,351
335,final,350
336,programs,349
337,without,349
338,various,348
339,resources,348
340,ed,347
341,france,347
342,review,346
343,native,346
344,details,345
345,group,345
346,links,345
347,accepted,343
348,march,342
349,whether,341
350,still,341
351,major,341
352,section,340
353,forms,340
354,machine,339
355,fee,338
356,y,338
357,ve,338
358,set,337
359,less,335
360,follow,334
361,spoken,334
362,topic,332
363,methods,332
364,written,331
365,history,331
366,others,331
367,submit,330
368,city,329
369,specific,329
370,results,329
371,today,329
372,lists,329
373,grammatical,327
374,proceedings,327
375,david,326
376,logic,325
377,london,325
378,cost,325
379,opportunity,325
380,limited,325
381,coffee,323
382,person,323
383,plus,320
384,problem,319
385,formal,319
386,affiliation,318
387,le,318
388,applied,317
389,der,317
390,wide,315
391,rather,314
392,van,314
393,historical,313
394,netherlands,313
395,start,312
396,again,312
397,fact,311
398,offer,311
399,april,311
400,meeting,311
401,october,310
402,center,310
403,chinese,310
404,bulk,308
405,writing,306
406,series,306
407,california,305
408,better,304
409,academic,304
410,approaches,303
411,works,303
412,really,303
413,modern,302
414,old,302
415,speaker,302
416,together,302
417,post,301
418,original,301
419,association,301
420,researchers,301
421,co,301
422,proposals,301
423,professor,300
424,phonological,300
425,comparative,300
426,always,299
427,life,298
428,lunch,297
429,off,297
430,never,296
431,problems,295
432,au,295
433,thank,295
434,evidence,295
435,publications,294
436,japan,294
437,books,293
438,recent,293
439,mit,293
440,standard,293
441,required,292
442,due,290
443,texts,290
444,sure,290
445,until,289
446,easy,289
447,multi,287
448,real,286
449,dept,286
450,cambridge,286
451,directory,286
452,view,285
453,future,285
454,search,284
455,product,284
456,complete,283
457,file,282
458,application,281
459,remove,281
460,too,280
461,reading,279
462,hotel,279
463,children,278
464,ever,278
465,format,277
466,corpus,276
467,content,276
468,submitted,276
469,next,275
470,end,275
471,net,275
472,click,275
473,support,274
474,office,273
475,version,273
476,additional,273
477,down,272
478,query,271
479,terms,271
480,introduction,271
481,summer,270
482,centre,269
483,process,269
484,project,269
485,paris,268
486,show,268
487,early,268
488,role,267
489,local,267
490,und,267
491,michael,266
492,looking,266
493,presentation,266
494,far,266
495,length,266
496,million,266
497,code,266
498,seems,265
499,symposium,265
500,movement,265
501,around,264
502,pre,264
503,especially,264
504,access,264
505,telephone,263
506,room,263
507,simple,263
508,though,262
509,functional,262
510,oxford,261
511,south,261
512,mt,261
513,term,261
514,hard,260
515,past,260
516,pay,260
517,sense,258
518,able,257
519,short,256
520,believe,256
521,sciences,256
522,org,256
523,pragmatics,254
524,high,254
525,robert,253
526,later,253
527,cs,253
528,put,252
529,rules,252
530,pm,252
531,workshops,251
532,weeks,250
533,relevant,249
534,visit,249
535,large,249
536,simply,249
537,wish,249
538,technical,249
539,theme,248
540,yes,248
541,features,248
542,interpretation,248
543,literature,247
544,something,247
545,cross,247
546,vowel,247
547,response,247
548,prof,247
549,mark,246
550,included,246
551,includes,245
552,north,245
553,open,245
554,basis,245
555,berlin,245
556,constructions,244
557,description,244
558,common,243
559,accommodation,242
560,range,242
561,total,240
562,during,240
563,sound,240
564,company,240
565,cultural,239
566,bank,239
567,presentations,239
568,amsterdam,238
569,models,238
570,nlp,238
571,foreign,237
572,hours,237
573,january,237
574,already,236
575,files,236
576,among,235
577,interaction,235
578,december,234
579,asked,234
580,lexicon,234
581,talk,234
582,although,233
583,request,233
584,welcome,232
585,lot,232
586,peter,232
587,income,232
588,paul,231
589,understanding,230
590,november,229
591,theories,229
592,washington,229
593,russian,229
594,contributions,228
595,uni,228
596,representation,228
597,construction,227
598,small,227
599,going,227
600,ready,227
601,directly,226
602,once,226
603,means,226
604,individual,226
605,acl,226
606,les,224
607,model,224
608,cloth,224
609,interesting,223
610,payment,222
611,ii,222
612,sign,222
613,method,221
614,types,221
615,participation,220
616,tell,220
617,kind,220
618,cannot,220
619,considered,220
620,said,219
621,publication,219
622,annual,219
623,package,219
624,responses,218
625,write,218
626,feature,218
627,du,218
628,direct,217
629,announcement,217
630,ftp,217
631,korean,216
632,courses,216
633,reply,216
634,vol,215
635,universite,215
636,culture,214
637,fees,214
638,stanford,213
639,sentence,213
640,february,212
641,isbn,212
642,family,212
643,notification,212
644,personal,212
645,acceptance,212
646,add,211
647,cash,211
648,live,211
649,thus,210
650,quite,210
651,advanced,210
652,basic,210
653,on,209
654,yet,209
655,try,209
656,friday,208
657,done,208
658,called,208
659,inc,208
660,ago,207
661,letters,207
662,provided,207
663,index,207
664,amount,207
665,dictionary,206
666,sentences,206
667,graduate,205
668,become,205
669,soon,205
670,italy,205
671,instructions,205
672,travel,205
673,phonetics,204
674,cases,204
675,addition,204
676,learn,204
677,techniques,204
678,aspect,204
679,constraints,204
680,regular,204
681,recognition,204
682,nbsp,204
683,job,203
684,chomsky,203
685,child,203
686,intelligence,203
687,eds,202
688,remember,202
689,got,202
690,tools,202
691,ling,201
692,structures,201
693,publishing,201
694,america,201
695,return,200
696,having,200
697,georgetown,200
698,online,200
699,attention,199
700,participate,199
701,articles,199
702,presented,199
703,chapter,199
704,five,199
705,man,198
706,variation,198
707,things,198
708,financial,198
709,west,198
710,australia,197
711,self,197
712,mind,197
713,article,197
714,products,197
715,building,196
716,certain,196
717,capitalfm,196
718,hour,194
719,services,194
720,edinburgh,194
721,info,194
722,contents,194
723,website,194
724,editor,193
725,gruyter,193
726,fr,193
727,europe,192
728,argument,192
729,offers,192
730,hand,191
731,century,191
732,teachers,190
733,dialects,190
734,verbs,190
735,success,190
736,processes,189
737,along,189
738,often,189
739,nd,189
740,variety,189
741,month,189
742,ordering,189
743,everyone,188
744,times,187
745,thought,187
746,perspective,187
747,register,186
748,hall,186
749,nothing,186
750,faculty,186
751,else,186
752,dutch,185
753,status,185
754,initial,185
755,grammars,185
756,es,184
757,answer,184
758,central,184
759,states,183
760,numbers,183
