rank,word
1,is
2,are
3,language
4,university
5,s
6,e
7,linguistics
8,mail
9,information
10,one
11,conference
12,de
13,papers
14,t
15,d
16,languages
17,http
18,english
19,please
20,address
21,workshop
22,has
23,was
24,n
25,edu
26,email
27,fax
28,research
29,www
30,our
31,m
32,program
33,order
34,linguistic
35,name
36,us
37,send
38,first
39,call
40,paper
41,uk
42,two
43,work
44,list
45,com
46,l
47,o
48,c
49,th
50,theory
51,been
52,free
53,usa
54,following
55,web
56,speech
57,available
58,number
59,book
60,u
61,p
62,each
63,report
64,registration
65,between
66,b
67,systems
68,international
69,form
70,ac
71,g
72,many
73,contact
74,word
75,h
76,grammar
77,abstracts
78,case
79,those
80,syntax
81,include
82,computer
83,must
84,money
85,analysis
86,based
87,most
88,discourse
89,department
90,over
91,j
92,text
93,session
94,state
95,am
96,words
97,here
98,john
99,including
100,different
