rank,word
1,is
2,are
3,language
4,university
5,s
6,e
7,linguistics
8,information
9,mail
10,one
11,de
12,conference
13,papers
14,t
15,languages
16,d
17,http
18,please
19,english
20,address
21,has
22,email
23,was
24,workshop
25,n
26,our
27,edu
28,fax
29,www
30,research
31,order
32,program
33,m
34,us
35,name
36,send
37,linguistic
38,first
39,paper
40,call
41,work
42,two
43,uk
44,been
45,list
46,com
47,c
48,theory
49,th
50,number
51,usa
52,book
53,available
54,each
55,following
56,free
57,o
58,speech
59,l
60,report
61,many
62,web
63,between
64,u
65,registration
66,p
67,word
68,form
69,b
70,systems
71,international
72,ac
73,contact
74,money
75,most
76,over
77,case
78,must
79,those
80,grammar
81,abstracts
82,am
83,g
84,department
85,syntax
86,words
87,based
88,include
89,state
90,here
91,does
92,different
93,analysis
94,computer
95,h
96,including
97,addresses
98,world
99,text
100,studies
