rank,word
1,is
2,are
3,s
4,language
5,university
6,e
7,linguistics
8,mail
9,one
10,information
11,de
12,t
13,d
14,conference
15,papers
16,languages
17,english
18,was
19,n
20,please
21,has
22,email
23,address
24,http
25,edu
26,our
27,fax
28,research
29,order
30,program
31,m
32,workshop
33,send
34,www
35,name
36,us
37,linguistic
38,work
39,first
40,list
41,two
42,call
43,paper
44,uk
45,been
46,report
47,free
48,l
49,number
50,theory
51,c
52,following
53,o
54,many
55,each
56,u
57,available
58,th
59,com
60,money
61,p
62,am
63,book
64,between
65,b
66,word
67,form
68,ac
69,web
70,over
71,most
72,those
73,g
74,usa
75,speech
76,contact
77,does
78,here
79,department
80,grammar
81,addresses
82,must
83,systems
84,analysis
85,registration
86,case
87,international
88,words
89,syntax
90,include
91,computer
92,discourse
93,based
94,abstracts
95,business
96,had
97,h
98,different
99,world
100,j
