rank,word
1,is
2,are
3,language
4,s
5,university
6,e
7,linguistics
8,mail
9,information
10,one
11,de
12,conference
13,t
14,languages
15,d
16,papers
17,english
18,http
19,was
20,please
21,has
22,n
23,address
24,email
25,edu
26,our
27,fax
28,research
29,www
30,m
31,workshop
32,order
33,program
34,us
35,linguistic
36,send
37,name
38,first
39,work
40,call
41,com
42,two
43,list
44,uk
45,been
46,paper
47,l
48,c
49,theory
50,free
51,u
52,number
53,th
54,following
55,speech
56,p
57,available
58,o
59,book
60,web
61,many
62,each
63,usa
64,report
65,b
66,between
67,registration
68,h
69,g
70,money
71,word
72,form
73,contact
74,most
75,am
76,department
77,international
78,grammar
79,ac
80,systems
81,over
82,syntax
83,those
84,j
85,here
86,computer
87,r
88,based
89,john
90,addresses
91,state
92,analysis
93,does
94,world
95,discourse
96,text
97,words
98,different
99,abstracts
100,must
