rank,word
1,is
2,are
3,university
4,language
5,s
6,e
7,linguistics
8,mail
9,information
10,one
11,conference
12,de
13,papers
14,t
15,d
16,languages
17,please
18,http
19,address
20,email
21,english
22,workshop
23,has
24,n
25,fax
26,was
27,our
28,edu
29,research
30,www
31,order
32,m
33,program
34,name
35,us
36,linguistic
37,send
38,first
39,call
40,paper
41,work
42,uk
43,two
44,o
45,l
46,theory
47,list
48,been
49,c
50,number
51,th
52,free
53,usa
54,book
55,following
56,each
57,report
58,com
59,speech
60,u
61,p
62,web
63,available
64,registration
65,between
66,form
67,money
68,many
69,international
70,systems
71,b
72,contact
73,word
74,abstracts
75,grammar
76,ac
77,department
78,g
79,syntax
80,over
81,analysis
82,include
83,must
84,those
85,computer
86,case
87,most
88,based
89,session
90,discourse
91,h
92,am
93,j
94,text
95,state
96,different
97,world
98,addresses
99,words
100,including
