rank,word
1,is
2,are
3,university
4,language
5,s
6,e
7,linguistics
8,mail
9,information
10,de
11,one
12,conference
13,papers
14,d
15,t
16,http
17,languages
18,please
19,english
20,address
21,email
22,has
23,workshop
24,fax
25,was
26,our
27,n
28,edu
29,www
30,research
31,order
32,m
33,program
34,linguistic
35,us
36,name
37,send
38,first
39,paper
40,call
41,work
42,uk
43,com
44,list
45,two
46,l
47,th
48,theory
49,o
50,free
51,web
52,been
53,c
54,book
55,u
56,each
57,following
58,speech
59,available
60,usa
61,number
62,registration
63,p
64,report
65,form
66,between
67,many
68,international
69,systems
70,money
71,h
72,ac
73,over
74,contact
75,department
76,abstracts
77,b
78,analysis
79,grammar
80,g
81,those
82,include
83,most
84,based
85,computer
86,am
87,discourse
88,session
89,state
90,must
91,syntax
92,text
93,addresses
94,world
95,word
96,here
97,words
98,case
99,different
100,including
