rank,word
1,is
2,are
3,university
4,language
5,s
6,e
7,linguistics
8,information
9,de
10,mail
11,one
12,conference
13,papers
14,d
15,t
16,languages
17,please
18,english
19,http
20,address
21,email
22,workshop
23,has
24,was
25,edu
26,fax
27,n
28,research
29,www
30,our
31,order
32,m
33,linguistic
34,program
35,us
36,send
37,name
38,first
39,paper
40,call
41,work
42,uk
43,two
44,com
45,theory
46,l
47,o
48,th
49,list
50,been
51,usa
52,c
53,book
54,available
55,number
56,following
57,web
58,speech
59,u
60,each
61,free
62,report
63,p
64,registration
65,between
66,b
67,many
68,form
69,international
70,grammar
71,ac
72,contact
73,word
74,g
75,systems
76,h
77,syntax
78,analysis
79,case
80,must
81,based
82,money
83,abstracts
84,over
85,include
86,state
87,most
88,am
89,session
90,those
91,world
92,discourse
93,words
94,department
95,different
96,computer
97,john
98,la
99,j
100,including
