rank,word
1,language
2,s
3,university
4,e
5,mail
6,linguistic
7,de
8,one
9,information
10,address
11,conference
12,t
13,d
14,english
15,send
16,order
17,please
18,work
19,include
20,http
21,program
22,email
23,n
24,edu
25,paper
26,our
27,workshop
28,fax
29,name
30,word
31,list
32,research
33,follow
34,www
35,m
36,call
37,system
38,papers
39,us
40,report
41,interest
42,abstract
43,study
44,book
45,c
46,theory
47,first
48,form
49,number
50,receive
51,linguistics
52,com
53,two
54,uk
55,l
56,submission
57,session
58,free
59,u
60,p
61,text
62,speech
63,th
64,page
65,grammar
66,available
67,state
68,o
69,process
70,web
71,day
72,many
73,science
74,student
75,each
76,usa
77,issue
78,case
79,question
80,contact
81,b
82,registration
83,write
84,between
85,author
86,h
87,department
88,g
89,money
90,computer
91,linguist
92,speaker
93,base
94,analysis
95,provide
96,most
97,ac
98,copy
99,international
100,structure
