rank,word
1,language
2,s
3,university
4,e
5,mail
6,linguistic
7,one
8,address
9,de
10,information
11,conference
12,t
13,send
14,order
15,d
16,please
17,english
18,work
19,include
20,email
21,n
22,program
23,paper
24,name
25,workshop
26,http
27,edu
28,list
29,word
30,our
31,fax
32,follow
33,research
34,papers
35,report
36,call
37,system
38,m
39,www
40,abstract
41,interest
42,us
43,c
44,form
45,submission
46,first
47,receive
48,study
49,theory
50,book
51,number
52,two
53,uk
54,linguistics
55,session
56,free
57,page
58,l
59,o
60,text
61,case
62,grammar
63,speech
64,com
65,th
66,each
67,process
68,state
69,available
70,p
71,web
72,science
73,u
74,question
75,many
76,author
77,student
78,day
79,copy
80,write
81,usa
82,issue
83,between
84,money
85,b
86,g
87,linguist
88,computer
89,base
90,most
91,analysis
92,over
93,registration
94,speaker
95,ac
96,provide
97,contact
98,those
99,international
100,department
