rank,word
1,the
2,of
3,and
4,be
5,to
6,in
7,a
8,for
9,on
10,you
11,language
12,that
13,i
14,this
15,have
16,will
17,or
18,it
19,university
20,with
21,as
22,s
23,by
24,at
25,from
26,your
27,e
28,not
29,an
30,do
31,mail
32,we
33,linguistic
34,can
35,de
36,all
37,information
38,if
39,address
40,one
41,conference
42,use
43,which
44,but
45,d
46,send
47,order
48,please
49,more
50,http
51,t
52,other
53,include
54,new
55,may
56,make
57,english
58,workshop
59,there
60,paper
61,no
62,work
63,about
64,email
65,should
66,program
67,also
68,fax
69,name
70,n
71,our
72,edu
73,papers
74,what
75,any
76,list
77,www
78,research
79,they
80,would
81,their
82,out
83,follow
84,how
85,only
86,word
87,system
88,call
89,time
90,my
91,abstract
92,some
93,so
94,these
95,m
96,report
97,who
98,get
99,submission
100,us
