rank,word
1,the
2,of
3,be
4,and
5,to
6,in
7,a
8,for
9,you
10,on
11,that
12,language
13,i
14,this
15,have
16,will
17,it
18,or
19,with
20,as
21,university
22,s
23,by
24,at
25,from
26,your
27,e
28,not
29,do
30,an
31,mail
32,we
33,linguistic
34,can
35,all
36,de
37,information
38,if
39,address
40,one
41,conference
42,which
43,use
44,but
45,order
46,send
47,d
48,more
49,please
50,t
51,make
52,include
53,may
54,workshop
55,other
56,there
57,no
58,new
59,about
60,work
61,paper
62,email
63,http
64,should
65,program
66,english
67,also
68,name
69,fax
70,n
71,what
72,papers
73,any
74,they
75,word
76,would
77,how
78,out
79,our
80,follow
81,research
82,list
83,their
84,edu
85,only
86,call
87,my
88,abstract
89,www
90,some
91,system
92,time
93,report
94,so
95,m
96,these
97,us
98,submission
99,who
100,book
