rank,word
1,the
2,of
3,be
4,and
5,to
6,in
7,a
8,for
9,you
10,on
11,i
12,that
13,language
14,this
15,have
16,it
17,or
18,as
19,with
20,will
21,s
22,university
23,by
24,at
25,from
26,your
27,not
28,do
29,e
30,an
31,we
32,mail
33,can
34,if
35,linguistic
36,all
37,one
38,address
39,de
40,information
41,use
42,which
43,but
44,conference
45,t
46,more
47,send
48,order
49,d
50,other
51,there
52,about
53,may
54,make
55,no
56,please
57,english
58,work
59,include
60,email
61,n
62,should
63,new
64,program
65,paper
66,also
67,would
68,my
69,what
70,name
71,workshop
72,http
73,any
74,edu
75,list
76,they
77,word
78,our
79,out
80,some
81,fax
82,only
83,so
84,follow
85,how
86,research
87,their
88,time
89,papers
90,who
91,report
92,call
93,get
94,these
95,system
96,m
97,www
98,people
99,abstract
100,like
