rank,word
1,the
2,of
3,be
4,and
5,to
6,in
7,a
8,for
9,on
10,you
11,language
12,that
13,i
14,this
15,have
16,will
17,it
18,or
19,as
20,university
21,with
22,s
23,by
24,at
25,from
26,e
27,your
28,not
29,do
30,an
31,mail
32,we
33,linguistic
34,can
35,all
36,de
37,if
38,information
39,address
40,one
41,conference
42,use
43,which
44,but
45,d
46,send
47,t
48,order
49,more
50,please
51,other
52,include
53,may
54,new
55,english
56,workshop
57,http
58,there
59,about
60,no
61,make
62,paper
63,work
64,should
65,program
66,email
67,also
68,name
69,n
70,edu
71,fax
72,what
73,papers
74,research
75,word
76,list
77,follow
78,out
79,www
80,they
81,my
82,our
83,any
84,would
85,system
86,their
87,call
88,only
89,some
90,so
91,abstract
92,time
93,how
94,m
95,report
96,these
97,us
98,submission
99,who
100,get
