rank,word,training_frequency
1,language,7890
2,university,5909
3,s,5346
4,e,3848
5,linguistic,3282
6,mail,3205
7,de,3164
8,information,3000
9,address,2787
10,conference,2705
11,one,2704
12,d,2207
13,order,2187
14,please,2186
15,send,2136
16,include,2124
17,english,2113
18,workshop,2095
19,http,2069
20,t,2059
21,paper,2017
22,work,2015
23,email,1989
24,program,1847
25,fax,1781
26,papers,1761
27,edu,1751
28,n,1730
29,word,1710
30,name,1709
31,research,1693
32,follow,1662
33,www,1652
34,list,1645
35,our,1645
36,call,1565
37,system,1541
38,abstract,1523
39,report,1484
40,m,1471
41,submission,1415
42,book,1402
43,theory,1384
44,c,1384
45,study,1382
46,us,1377
47,interest,1357
48,form,1322
49,first,1314
50,session,1286
51,number,1249
52,receive,1248
53,linguistics,1225
54,uk,1224
55,two,1197
56,com,1166
57,page,1163
58,l,1150
59,o,1147
60,th,1124
61,grammar,1107
62,usa,1103
63,process,1093
64,available,1083
65,state,1081
66,case,1065
67,speech,1057
68,web,1057
69,author,1045
70,p,1043
71,text,1037
72,u,1029
73,registration,1020
74,student,1019
75,each,1019
76,free,1019
77,issue,1018
78,science,1010
79,between,978
80,question,978
81,copy,974
82,day,968
83,base,962
84,contact,961
85,analysis,960
86,b,956
87,many,948
88,international,929
89,speaker,926
90,provide,917
91,ac,907
92,computer,906
93,structure,894
94,g,888
95,write,882
96,h,882
97,linguist,881
98,syntax,874
99,must,857
100,area,856
101,site,854
102,money,853
103,department,852
104,over,847
105,discourse,842
106,present,839
107,world,839
108,most,835
109,john,821
110,those,821
111,different,819
112,discussion,818
113,la,816
114,reference,808
115,j,790
116,example,787
117,learn,785
118,r,778
119,need,778
120,submit,778
121,topic,777
122,here,771
123,invite,771
124,special,757
125,change,744
126,place,743
127,approach,742
128,both,742
129,application,740
130,where,738
131,even,737
132,part,732
133,business,731
134,phone,727
135,subject,707
136,below,702
137,check,698
138,x,698
139,etc,692
140,committee,690
141,further,689
142,semantic,689
143,second,688
144,internet,688
145,acquisition,686
146,title,678
147,level,677
148,publish,675
149,read,668
150,general,667
151,html,666
152,v,661
153,within,658
154,datum,658
155,want,652
156,pp,651
157,development,646
158,course,644
159,le,644
160,review,641
161,problem,637
162,type,634
163,deadline,627
164,before,624
165,model,622
166,technology,622
167,after,621
168,non,619
169,much,617
170,school,614
171,chair,614
172,translation,611
173,minute,609
174,offer,609
175,line,604
176,relate,600
177,aspect,597
178,break,597
179,presentation,595
180,note,590
181,institute,590
182,software,587
183,teach,586
184,method,586
185,verb,586
186,hold,581
187,natural,575
188,point,574
189,week,574
190,cognitive,574
191,field,571
192,tel,569
193,letter,568
194,re,567
195,through,567
196,same,567
197,communication,564
198,post,563
199,show,560
200,accept,557
201,lexical,556
202,fee,554
203,phonology,553
204,participant,552
205,knowledge,552
206,feature,551
207,computational,549
208,member,542
209,detail,541
210,possible,540
211,volume,538
212,start,534
213,resource,533
214,file,533
215,result,533
216,speak,530
217,position,529
218,focus,529
219,publication,526
220,german,523
221,three,522
222,dr,522
223,group,521
224,message,519
225,full,518
226,corpus,518
227,card,514
228,thank,513
229,link,513
230,home,512
231,account,511
232,june,511
233,august,507
234,et,505
235,best,501
236,ed,500
237,american,499
238,k,499
239,term,499
240,st,498
241,f,495
242,price,493
243,important,493
244,french,492
245,help,492
246,mean,491
247,press,491
248,social,490
249,every,488
250,meet,487
251,european,487
252,apply,487
253,market,484
254,construction,481
255,own,481
256,context,480
257,experience,480
258,credit,480
259,proposal,480
260,ca,476
261,date,476
262,spanish,475
263,require,475
264,service,474
265,ask,473
266,germany,472
267,per,471
268,product,468
269,talk,467
270,canada,465
271,mark,461
272,section,456
273,programme,449
274,set,449
275,human,448
276,child,444
277,request,443
278,syntactic,441
279,theoretical,441
280,japanese,437
281,seem,433
282,format,433
283,pay,432
284,cost,432
285,july,430
286,is,430
287,box,428
288,contain,428
289,above,425
290,least,424
291,electronic,424
292,evaluation,422
293,journal,422
294,rule,422
295,september,420
296,limit,420
297,semantics,419
298,york,415
299,understand,414
300,since,413
301,response,411
302,however,409
303,march,407
304,machine,406
305,france,406
306,en,405
307,a,405
308,under,404
309,remove,404
310,support,403
311,room,403
312,hour,403
313,city,402
314,either,398
315,vium,398
316,april,398
317,current,396
318,four,396
319,several,394
320,project,394
321,sentence,394
322,open,391
323,ll,391
324,consider,390
325,final,388
326,anyone,388
327,description,388
328,person,388
329,w,386
330,benjamin,384
331,theme,383
332,constraint,383
333,coffee,381
334,opportunity,380
335,summary,379
336,view,379
337,morphology,378
338,main,376
339,let,375
340,logic,374
341,lunch,373
342,back,373
343,tell,373
344,representation,373
345,hotel,372
346,dialect,371
347,discuss,370
348,while,370
349,nl,370
350,another,369
351,particular,369
352,long,369
353,right,368
354,version,367
355,single,366
356,college,366
357,develop,366
358,organize,366
359,fact,365
360,society,364
361,researcher,364
362,wish,359
363,education,359
364,little,359
365,advance,358
366,movement,358
367,symposium,357
368,few,356
369,why,356
370,tutorial,356
371,plan,356
372,article,354
