rank,word,training_frequency
1,language,7920
2,s,5590
3,university,5577
4,e,3954
5,mail,3410
6,linguistic,3179
7,de,2904
8,one,2761
9,information,2760
10,address,2726
11,conference,2458
12,t,2178
13,d,2141
14,english,2117
15,send,2117
16,order,2112
17,please,2022
18,work,2003
19,include,1973
20,http,1966
21,program,1876
22,email,1872
23,n,1854
24,edu,1746
25,paper,1737
26,our,1731
27,workshop,1730
28,fax,1721
29,name,1719
30,word,1686
31,list,1680
32,research,1614
33,follow,1606
34,www,1581
35,m,1555
36,call,1524
37,system,1515
38,papers,1497
39,us,1418
40,report,1396
41,interest,1373
42,abstract,1370
43,study,1357
44,book,1351
45,c,1339
46,theory,1330
47,first,1286
48,form,1269
49,number,1240
50,receive,1239
