rank,word,training_frequency
1,language,7737
2,university,5625
3,s,5553
4,e,4021
5,mail,3533
6,linguistic,3181
7,one,2821
8,information,2808
9,de,2807
10,address,2762
11,conference,2540
12,t,2275
13,d,2252
14,order,2211
15,send,2192
16,english,2121
17,please,2072
18,work,2068
19,include,2017
20,n,1925
21,paper,1918
22,program,1904
23,email,1903
24,http,1882
25,workshop,1804
26,name,1788
27,word,1716
28,edu,1715
29,list,1702
30,follow,1699
31,fax,1684
32,our,1630
33,research,1628
34,papers,1600
35,report,1576
36,m,1556
37,www,1527
38,system,1506
39,call,1487
40,abstract,1398
41,us,1395
42,c,1377
43,interest,1356
44,book,1328
45,form,1326
46,study,1320
47,first,1318
48,theory,1309
49,receive,1293
50,two,1256
51,submission,1247
52,number,1227
53,session,1195
54,linguistics,1193
55,free,1133
56,l,1132
57,uk,1130
58,page,1113
59,o,1109
60,case,1101
61,u,1087
62,com,1079
63,p,1077
64,th,1073
65,text,1054
66,available,1050
67,day,1034
68,student,1026
69,process,1023
70,each,1021
71,usa,1007
72,grammar,1007
73,state,1007
74,web,1005
75,author,1002
76,speech,998
77,question,993
78,many,986
79,science,968
80,copy,943
81,issue,943
82,money,936
83,write,934
84,contact,933
85,registration,932
86,analysis,927
87,between,925
88,b,923
89,g,915
90,computer,909
91,international,897
92,provide,897
93,most,890
94,base,886
95,department,886
96,speaker,881
97,those,864
98,ac,864
99,h,853
100,must,851
101,syntax,848
102,linguist,843
103,structure,842
104,discussion,839
105,discourse,839
106,example,835
107,reference,834
108,site,832
109,j,829
110,here,825
111,over,824
112,area,819
113,present,818
114,need,811
115,different,810
116,john,800
117,world,795
118,r,774
119,learn,773
120,business,773
121,even,761
122,place,754
123,where,752
124,both,750
125,topic,750
126,internet,749
127,read,746
128,la,734
129,change,734
130,application,727
131,submit,727
132,part,726
133,special,715
134,etc,713
135,phone,708
136,check,702
137,subject,698
138,invite,698
139,v,693
140,approach,691
141,want,690
142,second,689
143,below,689
144,level,687
145,type,687
146,x,679
147,publish,671
148,within,670
149,further,669
150,much,664
151,software,660
152,letter,648
153,general,646
154,semantic,645
155,same,641
156,committee,640
157,before,638
158,title,635
159,after,634
160,datum,630
161,acquisition,629
162,translation,624
163,point,622
164,re,621
165,note,621
166,pp,619
167,post,616
168,offer,616
169,course,614
170,problem,610
171,technology,605
172,le,602
173,relate,599
174,development,599
175,non,597
176,html,596
177,review,593
178,week,588
179,chair,585
180,teach,584
181,model,584
182,start,583
183,institute,583
184,line,582
185,verb,581
186,school,578
187,through,575
188,speak,573
189,minute,572
190,member,571
191,method,571
192,knowledge,567
193,mean,567
194,aspect,566
195,show,565
196,service,564
197,hold,563
198,thank,562
199,field,560
200,position,555
201,possible,553
202,deadline,553
203,message,550
204,break,550
205,accept,546
206,feature,545
207,term,544
208,cognitive,543
209,natural,541
210,communication,540
211,tel,538
212,american,532
213,presentation,531
214,german,530
215,ed,530
216,three,529
217,fee,528
218,computational,525
219,phonology,520
220,k,519
221,detail,517
222,help,517
223,lexical,516
224,file,514
225,focus,512
226,participant,509
227,apply,507
228,group,507
229,french,505
230,own,505
231,home,505
232,full,502
233,result,501
234,best,501
235,seem,498
236,context,497
237,spanish,496
238,dr,496
239,mark,496
240,human,495
241,market,494
242,publication,492
243,require,491
244,card,491
245,every,490
246,account,487
247,price,482
248,ask,481
249,f,479
250,experience,478
251,press,477
252,social,476
253,important,475
254,link,475
