rank,word,training_frequency
1,language,7890
2,university,5909
3,s,5346
4,e,3848
5,linguistic,3282
6,mail,3205
7,de,3164
8,information,3000
9,address,2787
10,conference,2705
11,one,2704
12,d,2207
13,order,2187
14,please,2186
15,send,2136
16,include,2124
17,english,2113
18,workshop,2095
19,http,2069
20,t,2059
21,paper,2017
22,work,2015
23,email,1989
24,program,1847
25,fax,1781
26,papers,1761
27,edu,1751
28,n,1730
29,word,1710
30,name,1709
31,research,1693
32,follow,1662
33,www,1652
34,list,1645
35,our,1645
36,call,1565
37,system,1541
38,abstract,1523
39,report,1484
40,m,1471
41,submission,1415
42,book,1402
43,theory,1384
44,c,1384
45,study,1382
46,us,1377
47,interest,1357
48,form,1322
49,first,1314
50,session,1286
51,number,1249
52,receive,1248
53,linguistics,1225
54,uk,1224
55,two,1197
56,com,1166
57,page,1163
58,l,1150
59,o,1147
60,th,1124
61,grammar,1107
62,usa,1103
63,process,1093
64,available,1083
65,state,1081
66,case,1065
67,speech,1057
68,web,1057
69,author,1045
70,p,1043
71,text,1037
72,u,1029
73,registration,1020
74,student,1019
75,each,1019
76,free,1019
77,issue,1018
78,science,1010
79,between,978
80,question,978
81,copy,974
82,day,968
83,base,962
84,contact,961
85,analysis,960
86,b,956
87,many,948
88,international,929
89,speaker,926
90,provide,917
91,ac,907
92,computer,906
93,structure,894
94,g,888
95,write,882
96,h,882
97,linguist,881
98,syntax,874
99,must,857
100,area,856
