rank,word,training_frequency
1,language,8230
2,university,6118
3,s,5548
4,e,4245
5,mail,3681
6,linguistic,3325
7,de,3024
8,information,2995
9,address,2915
10,one,2795
11,conference,2769
12,d,2322
13,send,2259
14,t,2243
15,order,2232
16,please,2199
17,include,2183
18,english,2157
19,workshop,2155
20,http,2140
21,paper,2064
22,work,2040
23,program,1945
24,email,1917
25,name,1856
26,n,1844
27,edu,1828
28,fax,1824
29,papers,1778
30,research,1773
31,word,1762
32,list,1757
33,follow,1752
34,www,1722
35,our,1705
36,system,1664
37,call,1651
38,abstract,1604
39,m,1552
40,report,1522
41,us,1439
42,submission,1437
43,c,1427
44,book,1407
45,study,1397
46,interest,1380
47,theory,1370
48,first,1358
49,form,1341
50,session,1308
