rank,word,training_frequency
1,language,8230
2,university,6118
3,s,5548
4,e,4245
5,mail,3681
6,linguistic,3325
7,de,3024
8,information,2995
9,address,2915
10,one,2795
11,conference,2769
12,d,2322
13,send,2259
14,t,2243
15,order,2232
16,please,2199
17,include,2183
18,english,2157
19,workshop,2155
20,http,2140
21,paper,2064
22,work,2040
23,program,1945
24,email,1917
25,name,1856
26,n,1844
27,edu,1828
28,fax,1824
29,papers,1778
30,research,1773
31,word,1762
32,list,1757
33,follow,1752
34,www,1722
35,our,1705
36,system,1664
37,call,1651
38,abstract,1604
39,m,1552
40,report,1522
41,us,1439
42,submission,1437
43,c,1427
44,book,1407
45,study,1397
46,interest,1380
47,theory,1370
48,first,1358
49,form,1341
50,session,1308
51,receive,1287
52,uk,1286
53,number,1281
54,two,1268
55,page,1221
56,com,1202
57,l,1199
58,o,1185
59,linguistics,1180
60,process,1149
61,th,1149
62,free,1134
63,text,1119
64,p,1119
65,usa,1115
66,speech,1109
67,web,1105
68,author,1104
69,available,1097
70,grammar,1090
71,case,1090
72,u,1087
73,state,1071
74,each,1070
75,registration,1046
76,day,1038
77,student,1012
78,question,1012
79,copy,1008
80,between,1005
81,issue,1005
82,science,1004
83,contact,996
84,analysis,972
85,computer,972
86,base,967
87,b,963
88,ac,960
89,write,953
90,provide,952
91,international,951
92,g,944
93,speaker,941
94,many,938
95,h,925
96,structure,917
97,site,903
98,present,895
99,discourse,891
100,syntax,881
