rank,word,training_frequency
1,language,8105
2,university,6122
3,s,5648
4,e,4070
5,mail,3672
6,linguistic,3368
7,de,3084
8,information,3050
9,address,2963
10,one,2844
11,conference,2826
12,order,2308
13,send,2269
14,d,2251
15,please,2228
16,t,2217
17,include,2171
18,workshop,2167
19,work,2088
20,paper,2085
21,email,2038
22,http,2017
23,program,1962
24,english,1915
25,name,1851
26,fax,1848
27,n,1847
28,papers,1812
29,word,1739
30,our,1713
31,follow,1702
32,research,1701
33,list,1696
34,edu,1680
35,call,1658
36,abstract,1629
37,www,1626
38,system,1609
39,report,1576
40,m,1558
41,us,1466
42,submission,1454
43,book,1439
44,c,1422
45,study,1400
46,theory,1389
47,first,1384
48,interest,1376
49,form,1360
50,session,1334
51,number,1317
52,receive,1307
53,uk,1253
54,linguistics,1235
55,two,1228
56,page,1193
57,o,1176
58,l,1156
59,th,1141
60,text,1132
61,free,1126
62,author,1119
63,process,1115
64,grammar,1108
65,usa,1098
66,case,1093
67,p,1091
68,each,1090
69,speech,1087
70,com,1079
71,registration,1070
72,u,1069
73,web,1063
74,state,1058
75,available,1056
76,science,1053
77,student,1049
78,day,1028
79,issue,1022
80,copy,1019
81,question,1003
82,contact,998
83,analysis,990
84,between,984
85,computer,980
86,money,967
87,many,965
88,base,964
89,international,957
90,provide,954
91,department,946
92,b,942
93,structure,938
94,write,927
95,speaker,923
96,ac,923
97,present,901
98,g,893
99,syntax,891
100,discussion,887
101,over,885
102,must,881
103,those,880
104,discourse,880
105,most,877
106,area,864
107,site,858
108,h,852
109,world,850
110,linguist,845
111,j,842
112,different,835
113,reference,832
114,need,820
115,business,817
116,invite,807
117,example,807
118,learn,806
119,john,798
120,topic,798
121,la,797
122,submit,789
123,r,782
124,here,774
125,special,770
126,even,770
127,internet,767
128,change,765
129,approach,763
130,phone,763
131,part,757
132,both,754
133,place,752
134,read,750
135,check,746
136,application,737
137,subject,730
138,x,724
139,level,721
140,below,718
141,acquisition,716
142,second,712
143,title,712
144,committee,712
145,where,708
146,etc,701
147,type,699
148,semantic,698
149,want,697
150,further,695
151,publish,693
152,within,690
153,v,677
154,general,675
155,before,659
156,review,655
157,software,652
158,datum,652
159,technology,651
160,problem,650
161,le,649
162,offer,643
163,course,642
164,deadline,642
165,model,636
166,html,636
167,institute,633
168,much,632
169,translation,630
170,same,630
171,minute,626
172,after,626
173,chair,625
174,development,624
175,letter,620
176,point,617
177,presentation,614
178,method,613
179,relate,610
180,note,608
181,school,608
182,field,607
183,break,607
184,hold,607
185,aspect,605
186,re,601
187,tel,601
188,start,598
189,knowledge,598
190,cognitive,598
191,pp,597
192,show,594
193,verb,593
194,accept,592
195,phonology,589
196,non,588
197,through,588
198,natural,583
199,line,579
200,week,579
201,service,578
202,communication,571
203,post,570
204,teach,568
205,fee,568
206,participant,566
207,computational,563
208,member,560
209,lexical,559
210,feature,559
211,detail,558
212,mean,558
213,volume,551
214,focus,550
215,result,549
216,card,548
217,possible,547
218,three,541
219,message,541
220,publication,540
221,file,539
222,account,538
223,dr,537
224,social,531
225,apply,530
226,speak,529
227,full,528
228,human,528
229,important,526
230,help,524
231,resource,523
232,market,522
233,own,518
234,august,517
235,best,516
236,price,514
237,position,514
238,group,514
239,home,513
240,et,511
241,june,511
242,f,507
243,k,506
244,st,502
245,require,502
246,context,500
247,meet,500
