rank,word,training_frequency
1,language,7844
2,university,5641
3,s,5458
4,e,3905
5,mail,3310
6,linguistic,3127
7,information,2730
8,de,2712
9,one,2697
10,address,2530
11,conference,2405
12,t,2226
13,english,2183
14,please,2031
15,order,1996
16,work,1993
17,send,1965
18,include,1906
19,http,1902
20,n,1858
21,workshop,1823
22,word,1759
23,d,1719
24,program,1709
25,edu,1701
26,paper,1696
27,our,1679
28,name,1666
29,list,1650
30,research,1648
31,fax,1635
32,follow,1613
33,email,1585
34,system,1523
35,www,1508
36,m,1485
37,call,1460
38,papers,1418
39,us,1417
40,report,1407
41,c,1395
42,interest,1357
43,book,1342
44,study,1296
45,first,1288
46,form,1266
47,abstract,1222
48,number,1210
49,uk,1203
50,two,1191
51,theory,1185
52,linguistics,1181
53,receive,1155
54,submission,1132
55,com,1123
56,l,1109
57,case,1082
58,o,1075
59,speech,1075
60,text,1068
61,grammar,1064
62,session,1063
63,process,1061
64,available,1050
65,u,1047
66,free,1035
67,state,1027
68,p,1019
69,th,1012
70,page,1008
71,web,994
72,science,992
73,question,989
74,many,970
75,b,965
76,usa,949
77,contact,948
78,registration,947
79,each,947
80,day,945
81,write,940
82,h,917
83,linguist,916
84,between,912
85,student,907
86,issue,905
87,department,903
88,base,899
89,speaker,898
90,ac,897
91,g,895
92,analysis,885
93,computer,872
94,author,869
95,international,864
96,here,855
97,most,854
98,copy,854
99,provide,851
100,site,851
101,money,850
102,those,844
103,john,833
104,example,829
105,j,827
106,discourse,825
107,over,820
108,reference,820
109,syntax,810
110,world,808
111,structure,799
112,present,798
113,r,792
114,area,791
115,must,791
116,discussion,788
117,need,784
118,different,783
119,even,778
120,learn,738
121,part,737
122,la,735
123,where,731
124,application,725
125,read,712
126,course,711
127,business,711
128,change,708
129,subject,697
130,want,693
131,invite,690
132,place,689
133,both,689
134,phone,689
135,etc,688
136,check,684
137,internet,678
138,second,675
139,special,675
140,v,673
141,level,666
142,x,665
143,below,664
144,topic,663
145,approach,660
146,acquisition,660
147,pp,653
148,further,642
149,type,641
150,publish,639
151,teach,637
152,submit,635
153,re,634
154,before,626
155,development,623
156,much,622
157,school,622
158,general,619
159,post,618
160,html,611
161,datum,608
162,semantic,605
163,within,604
164,problem,604
165,point,603
166,after,602
167,translation,601
168,offer,597
169,non,596
170,technology,596
171,week,593
172,same,592
173,title,590
174,institute,590
175,speak,583
176,committee,583
177,note,582
178,method,577
179,relate,576
180,service,570
181,model,570
182,le,566
183,through,564
184,thank,561
185,verb,561
186,aspect,553
187,break,553
188,field,551
189,mean,551
190,tel,550
191,natural,548
192,american,548
193,help,546
194,german,546
195,software,543
196,ed,541
197,line,539
198,position,537
199,review,536
200,letter,535
201,message,535
202,show,535
203,hold,535
204,term,534
205,communication,533
206,start,533
207,phonology,523
208,cognitive,522
209,deadline,520
210,fee,519
211,own,518
212,dr,516
213,possible,514
214,human,514
215,member,513
216,group,512
217,best,512
218,resource,511
219,experience,510
220,f,510
221,full,509
222,knowledge,508
223,home,508
224,press,507
225,detail,506
226,minute,505
227,computational,504
228,spanish,503
229,chair,503
230,corpus,501
231,august,500
232,apply,499
233,seem,498
234,three,496
235,link,495
236,result,494
237,feature,494
238,social,493
239,lexical,493
240,accept,493
241,participant,492
242,k,492
243,mark,489
244,file,483
245,ask,481
246,context,475
247,st,474
248,product,474
249,presentation,473
250,date,472
251,focus,472
252,important,468
253,price,466
254,june,466
255,volume,463
256,construction,459
257,european,457
258,since,457
259,ca,455
260,et,455
261,require,454
262,request,453
263,set,451
264,japanese,451
265,every,450
266,french,450
267,least,448
268,per,446
269,canada,443
270,account,441
271,programme,439
272,meet,439
273,publication,439
274,talk,439
275,card,436
276,pay,436
277,response,435
278,cost,433
279,remove,429
280,understand,428
281,is,428
282,sentence,423
283,credit,422
284,anyone,421
285,child,420
286,market,420
287,however,419
288,a,419
289,syntactic,417
290,above,415
291,july,414
292,w,414
293,limit,414
294,person,412
295,box,411
296,section,411
297,york,411
298,project,409
299,germany,409
300,september,408
301,journal,404
302,summary,403
303,another,402
304,contain,397
305,rule,397
306,consider,395
307,room,395
308,under,394
309,opportunity,391
310,electronic,390
311,benjamin,388
312,back,387
313,advance,387
314,why,387
315,several,386
316,while,385
317,either,383
318,city,383
319,version,383
320,tell,382
321,fact,381
322,ll,380
323,content,380
324,four,380
325,dialect,379
326,article,378
327,right,378
328,national,377
329,long,377
330,open,375
331,vium,373
332,april,373
333,let,372
334,current,372
335,theoretical,371
336,plan,371
337,source,369
338,hour,369
339,few,369
340,college,369
341,support,368
342,evaluation,368
343,en,366
344,france,365
345,query,364
346,machine,364
347,particular,363
348,end,363
349,thing,362
350,native,361
351,hotel,358
352,standard,358
353,view,358
354,coffee,356
355,major,356
356,society,355
357,sound,355
358,still,354
359,sign,354
360,semantics,353
361,wish,353
362,center,353
363,little,352
364,develop,351
365,education,350
366,try,348
367,great,348
368,london,348
369,morphology,348
370,win,348
371,format,348
372,march,348
373,david,347
374,discuss,346
375,final,346
376,add,346
377,without,345
