rank,word,training_frequency
1,language,7941
2,university,5813
3,s,5452
4,e,3953
5,mail,3486
6,linguistic,3173
7,de,2950
8,information,2921
9,address,2804
10,one,2782
11,conference,2581
12,send,2196
13,order,2191
14,t,2151
15,please,2135
16,workshop,2106
17,include,2105
18,d,2091
19,work,2067
20,http,2065
21,english,2035
22,paper,2024
23,email,1963
24,program,1882
25,name,1800
26,n,1794
27,word,1785
28,fax,1733
29,papers,1728
30,our,1707
31,edu,1698
32,list,1683
33,follow,1674
34,research,1660
35,www,1633
36,call,1581
37,system,1568
38,abstract,1539
39,report,1463
40,m,1417
41,submission,1410
42,us,1400
43,interest,1390
44,book,1382
45,study,1367
46,c,1366
47,first,1332
48,theory,1311
49,form,1296
50,number,1255
