rank,word,training_frequency
1,the,51502
2,of,38448
3,be,31921
4,and,30969
5,to,25657
6,in,21946
7,a,20736
8,for,13591
9,on,9385
10,you,9301
11,that,8126
12,i,8026
13,language,7941
14,this,7321
15,have,6787
16,it,6298
17,or,6265
18,will,6229
19,as,6127
20,with,6085
21,university,5813
22,s,5452
23,by,5303
24,at,4817
25,from,4655
26,your,4230
27,not,4073
28,e,3953
29,do,3823
30,an,3734
31,we,3576
32,mail,3486
33,can,3238
34,linguistic,3173
35,all,3047
36,if,3041
37,de,2950
38,information,2921
39,address,2804
40,one,2782
41,which,2591
42,conference,2581
43,use,2526
44,but,2413
45,more,2249
46,send,2196
47,order,2191
48,other,2187
49,t,2151
50,may,2136
51,please,2135
52,there,2121
53,workshop,2106
54,include,2105
55,no,2104
56,about,2094
57,d,2091
58,make,2084
59,work,2067
60,http,2065
61,new,2036
62,english,2035
63,paper,2024
64,email,1963
65,should,1961
66,program,1882
67,also,1872
68,name,1800
69,n,1794
70,what,1787
71,word,1785
72,would,1765
73,they,1747
74,fax,1733
75,papers,1728
76,any,1715
77,our,1707
78,edu,1698
79,only,1697
80,my,1693
81,list,1683
82,out,1675
83,follow,1674
84,research,1660
85,their,1653
86,some,1634
87,www,1633
88,how,1613
89,so,1611
90,call,1581
91,time,1575
92,system,1568
93,abstract,1539
94,these,1512
95,report,1463
96,who,1452
97,m,1417
98,submission,1410
99,get,1406
100,us,1400
101,interest,1390
102,book,1382
103,study,1367
104,c,1366
105,like,1348
106,people,1342
107,first,1332
108,theory,1311
109,form,1296
110,number,1255
111,receive,1255
112,than,1207
113,two,1206
114,uk,1203
115,linguistics,1190
116,take,1188
117,me,1155
118,session,1150
119,such,1144
120,page,1135
121,com,1121
122,up,1113
123,th,1089
124,process,1086
125,case,1077
126,state,1069
127,text,1068
128,usa,1068
129,available,1065
130,find,1062
131,now,1060
132,each,1060
133,free,1057
134,author,1052
135,grammar,1049
136,see,1049
137,o,1047
138,speech,1045
139,give,1033
140,know,1031
141,l,1019
142,day,1013
143,student,1003
144,many,993
145,them,993
146,web,989
147,copy,988
148,science,987
149,question,986
150,issue,986
151,just,983
152,between,971
153,p,969
154,registration,968
155,year,964
156,contact,955
157,u,953
158,way,947
159,when,940
160,base,936
161,he,935
162,b,928
163,provide,927
164,well,924
165,write,920
166,analysis,916
167,ac,905
168,international,904
169,computer,899
170,money,892
171,speaker,890
172,very,885
173,most,885
174,department,884
175,structure,884
176,over,881
177,site,872
178,must,869
179,those,868
180,linguist,858
181,area,855
182,present,854
183,g,847
184,syntax,844
185,here,827
186,discussion,824
187,example,824
188,different,824
189,its,817
190,need,816
191,world,805
192,h,800
193,learn,791
194,john,788
195,reference,788
196,even,776
197,submit,773
198,go,771
199,invite,762
200,come,760
201,place,756
202,topic,756
203,business,755
204,both,753
205,part,752
206,into,747
207,special,745
208,discourse,742
209,think,741
210,la,736
211,internet,733
212,read,732
213,r,730
214,say,729
215,application,723
216,subject,721
217,approach,716
218,where,710
219,change,709
220,below,707
221,j,702
222,phone,702
223,could,698
224,check,691
225,x,691
226,course,688
227,level,687
228,type,687
229,then,687
230,etc,685
231,title,678
232,second,673
233,within,673
234,acquisition,672
235,publish,670
236,committee,670
237,further,669
238,before,665
239,want,664
240,much,658
241,technology,644
242,html,643
243,semantic,642
244,datum,637
245,pp,637
246,general,636
247,school,634
248,after,633
249,same,632
250,re,624
251,note,623
252,problem,623
253,offer,619
254,software,618
255,review,617
256,letter,616
257,relate,613
258,deadline,613
259,point,608
260,development,608
261,translation,608
262,model,607
263,look,605
264,teach,604
265,his,604
266,field,602
267,line,601
268,v,594
269,non,590
270,institute,588
271,post,586
272,method,586
273,show,584
274,verb,583
275,minute,582
276,through,580
277,aspect,578
278,accept,575
279,hold,570
280,service,569
281,start,568
282,tel,567
283,presentation,559
284,natural,555
285,message,554
286,cognitive,553
287,break,552
288,week,551
289,lexical,551
290,speak,550
291,knowledge,550
292,because,547
293,result,545
294,detail,543
295,mean,542
296,position,541
297,full,539
298,phonology,538
299,term,537
300,fee,535
301,computational,534
302,card,534
303,chair,534
