rank,word,training_frequency
1,the,51502
2,of,38448
3,be,31921
4,and,30969
5,to,25657
6,in,21946
7,a,20736
8,for,13591
9,on,9385
10,you,9301
11,that,8126
12,i,8026
13,language,7941
14,this,7321
15,have,6787
16,it,6298
17,or,6265
18,will,6229
19,as,6127
20,with,6085
21,university,5813
22,s,5452
23,by,5303
24,at,4817
25,from,4655
26,your,4230
27,not,4073
28,e,3953
29,do,3823
30,an,3734
31,we,3576
32,mail,3486
33,can,3238
34,linguistic,3173
35,all,3047
36,if,3041
37,de,2950
38,information,2921
39,address,2804
40,one,2782
41,which,2591
42,conference,2581
43,use,2526
44,but,2413
45,more,2249
46,send,2196
47,order,2191
48,other,2187
49,t,2151
50,may,2136
51,please,2135
52,there,2121
53,workshop,2106
54,include,2105
55,no,2104
56,about,2094
57,d,2091
58,make,2084
59,work,2067
60,http,2065
61,new,2036
62,english,2035
63,paper,2024
64,email,1963
65,should,1961
66,program,1882
67,also,1872
68,name,1800
69,n,1794
70,what,1787
71,word,1785
72,would,1765
73,they,1747
74,fax,1733
75,papers,1728
76,any,1715
77,our,1707
78,edu,1698
79,only,1697
80,my,1693
81,list,1683
82,out,1675
83,follow,1674
84,research,1660
85,their,1653
86,some,1634
87,www,1633
88,how,1613
89,so,1611
90,call,1581
91,time,1575
92,system,1568
93,abstract,1539
94,these,1512
95,report,1463
96,who,1452
97,m,1417
98,submission,1410
99,get,1406
100,us,1400
