rank,word,training_frequency
1,the,52706
2,of,39778
3,be,32091
4,and,32090
5,to,26141
6,in,22508
7,a,21131
8,for,14022
9,you,9654
10,on,9646
11,that,8187
12,language,8105
13,i,7963
14,this,7364
15,have,6764
16,will,6490
17,it,6326
18,or,6320
19,with,6160
20,as,6145
21,university,6122
22,s,5648
23,by,5441
24,at,4942
25,from,4717
26,your,4397
27,e,4070
28,not,3990
29,do,3852
30,an,3803
31,mail,3672
32,we,3606
33,linguistic,3368
34,can,3280
35,all,3087
36,de,3084
37,information,3050
38,if,3032
39,address,2963
40,one,2844
41,conference,2826
42,which,2593
43,use,2539
44,but,2391
45,order,2308
46,send,2269
47,d,2251
48,more,2250
49,please,2228
50,t,2217
