rank,word,training_frequency
1,the,50994
2,of,38243
3,be,31148
4,and,31017
5,to,25224
6,in,21966
7,a,20372
8,for,13663
9,on,9414
10,you,9019
11,language,7890
12,that,7732
13,i,7635
14,this,7122
15,have,6448
16,will,6160
17,or,6099
18,it,6084
19,as,5930
20,with,5916
21,university,5909
22,s,5346
23,by,5297
24,at,4761
25,from,4569
26,your,4036
27,not,3864
28,e,3848
29,an,3707
30,do,3650
31,linguistic,3282
32,we,3251
33,mail,3205
34,de,3164
35,can,3103
36,information,3000
37,all,2967
38,if,2940
39,address,2787
40,conference,2705
41,one,2704
42,which,2511
43,use,2432
44,but,2249
45,d,2207
46,order,2187
47,please,2186
48,more,2177
49,send,2136
50,include,2124
51,other,2120
52,may,2119
53,new,2118
54,english,2113
55,workshop,2095
56,there,2086
57,http,2069
58,t,2059
59,make,2032
60,paper,2017
61,work,2015
62,about,2013
63,no,2012
64,email,1989
65,should,1952
66,program,1847
67,also,1804
68,fax,1781
69,papers,1761
70,edu,1751
71,n,1730
72,what,1714
73,word,1710
74,name,1709
75,research,1693
76,follow,1662
77,would,1657
78,www,1652
79,list,1645
80,our,1645
81,they,1636
82,any,1625
83,their,1618
84,out,1612
85,how,1612
86,my,1575
87,call,1565
88,only,1562
89,some,1557
90,system,1541
91,abstract,1523
92,time,1496
93,report,1484
94,so,1483
95,these,1479
96,m,1471
97,who,1416
98,submission,1415
99,book,1402
100,theory,1384
