rank,word,training_frequency
1,the,50453
2,of,37716
3,be,31210
4,and,30549
5,to,25262
6,in,22104
7,a,20776
8,for,13346
9,on,9169
10,you,9165
11,i,8321
12,that,8075
13,language,7920
14,this,7158
15,have,6774
16,it,6288
17,or,6134
18,as,6017
19,with,5996
20,will,5833
21,s,5590
22,university,5577
23,by,5163
24,at,4721
25,from,4643
26,your,4146
27,not,4018
28,e,3954
29,do,3779
30,an,3679
31,we,3467
32,mail,3410
33,linguistic,3179
34,can,3110
35,all,3026
36,if,2945
37,de,2904
38,one,2761
39,information,2760
40,address,2726
41,use,2496
42,which,2486
43,conference,2458
44,but,2391
45,more,2199
46,t,2178
47,d,2141
48,other,2135
49,there,2126
50,english,2117
51,send,2117
52,order,2112
53,new,2096
54,about,2089
55,make,2078
56,no,2047
57,may,2041
58,please,2022
59,work,2003
60,include,1973
61,http,1966
62,program,1876
63,email,1872
64,also,1862
65,n,1854
66,should,1779
67,would,1759
68,edu,1746
69,paper,1737
70,my,1734
71,our,1731
72,they,1730
73,workshop,1730
74,what,1724
75,fax,1721
76,name,1719
77,any,1699
78,out,1694
79,word,1686
80,list,1680
81,some,1672
82,their,1636
83,so,1621
84,research,1614
85,only,1611
86,follow,1606
87,www,1581
88,m,1555
89,how,1553
90,time,1545
91,call,1524
92,system,1515
93,papers,1497
94,who,1491
95,these,1472
96,get,1450
97,us,1418
98,report,1396
99,like,1384
100,people,1380
