rank,word,training_frequency
1,the,50994
2,of,38243
3,be,31148
4,and,31017
5,to,25224
6,in,21966
7,a,20372
8,for,13663
9,on,9414
10,you,9019
11,language,7890
12,that,7732
13,i,7635
14,this,7122
15,have,6448
16,will,6160
17,or,6099
18,it,6084
19,as,5930
20,with,5916
21,university,5909
22,s,5346
23,by,5297
24,at,4761
25,from,4569
26,your,4036
27,not,3864
28,e,3848
29,an,3707
30,do,3650
31,linguistic,3282
32,we,3251
33,mail,3205
34,de,3164
35,can,3103
36,information,3000
37,all,2967
38,if,2940
39,address,2787
40,conference,2705
41,one,2704
42,which,2511
43,use,2432
44,but,2249
45,d,2207
46,order,2187
47,please,2186
48,more,2177
49,send,2136
50,include,2124
