rank,word,training_frequency
1,the,51402
2,of,38114
3,be,32505
4,and,30607
5,to,26207
6,in,22102
7,a,21242
8,for,13662
9,you,9767
10,on,9254
11,i,8855
12,that,8576
13,language,7872
14,this,7445
15,have,7052
16,it,6655
17,or,6440
18,as,6192
19,with,6153
20,will,6081
21,s,5703
22,university,5589
23,by,5236
24,at,4728
25,from,4634
26,your,4274
27,not,4247
28,do,4055
29,e,4025
30,an,3759
31,we,3642
32,mail,3524
33,can,3330
34,if,3151
35,linguistic,3142
36,all,3106
37,one,2890
38,address,2880
39,de,2849
40,information,2839
41,use,2637
42,which,2609
43,but,2539
44,conference,2356
45,t,2323
46,more,2269
47,send,2248
48,order,2248
49,d,2242
50,other,2233
