rank,word,training_frequency
1,the,51619
2,of,38808
3,and,31416
4,to,25567
5,in,22032
6,a,20727
7,for,13682
8,is,11728
9,on,9512
10,you,9427
11,be,9057
12,that,7847
13,i,7637
14,this,7234
15,are,6448
16,will,6264
17,or,6187
18,it,6092
19,with,6051
20,university,5980
21,as,5936
22,language,5891
23,s,5537
24,by,5306
25,at,4872
26,from,4637
27,your,4331
28,have,3920
29,e,3847
30,not,3844
31,an,3711
32,we,3564
33,can,3143
34,linguistics,3119
35,all,3098
36,mail,3004
37,information,2996
38,if,2961
39,de,2753
40,one,2659
41,conference,2602
42,which,2468
43,papers,2439
44,do,2309
45,but,2267
46,d,2254
47,t,2218
48,more,2159
49,http,2136
50,languages,2108
51,new,2073
52,please,2070
53,english,2066
54,there,2060
55,no,2022
56,about,1997
57,should,1959
58,address,1937
59,email,1887
60,also,1852
61,has,1824
62,workshop,1798
63,other,1792
64,fax,1787
65,was,1785
66,our,1773
67,n,1770
68,edu,1766
69,may,1731
70,what,1712
71,any,1707
72,www,1704
73,they,1679
74,would,1669
75,their,1666
76,research,1660
77,out,1657
78,how,1646
79,only,1617
80,my,1587
81,some,1567
82,so,1542
83,order,1509
84,these,1507
85,m,1482
86,program,1468
87,who,1436
88,linguistic,1412
89,us,1408
90,name,1384
91,send,1378
92,time,1373
93,people,1359
94,first,1341
95,paper,1319
96,call,1294
97,like,1272
98,work,1259
99,uk,1235
100,use,1229
101,com,1193
102,list,1187
103,two,1185
104,l,1161
105,th,1147
106,than,1145
107,theory,1143
108,me,1133
109,o,1128
110,free,1109
111,web,1108
112,been,1105
113,c,1097
114,up,1094
115,book,1093
116,get,1084
117,u,1070
118,each,1070
119,following,1067
120,speech,1067
121,available,1065
122,usa,1060
123,such,1046
124,number,1044
125,now,1039
126,make,1039
127,registration,1021
128,p,1014
129,report,1010
130,them,978
131,form,976
132,just,972
133,between,965
134,many,956
135,international,930
136,systems,929
137,money,922
138,h,920
139,ac,912
140,over,893
141,contact,893
142,department,888
143,abstracts,887
144,well,883
145,when,882
146,b,879
147,its,877
148,analysis,875
149,grammar,875
150,g,868
151,those,866
152,very,856
153,he,856
154,include,851
155,most,850
156,based,849
157,computer,846
158,am,843
159,discourse,830
160,session,830
161,state,830
162,must,827
163,syntax,823
164,text,822
165,addresses,819
166,world,819
167,word,818
168,here,799
169,words,798
170,case,794
171,different,794
172,including,788
173,see,785
174,la,783
175,does,779
176,know,778
177,internet,777
178,site,769
179,r,767
180,into,766
181,way,765
182,j,763
183,special,754
184,submission,754
185,discussion,753
186,business,753
187,science,749
188,abstract,747
189,both,744
190,studies,742
191,john,732
192,take,732
193,where,732
194,phone,722
195,submissions,719
196,x,714
197,page,710
198,second,706
199,data,706
200,acquisition,701
201,below,699
202,system,693
203,etc,678
204,had,676
205,sent,674
206,further,674
207,then,672
208,structure,672
209,html,671
210,within,669
211,committee,669
