rank,word,training_frequency
1,the,50453
2,of,37716
3,and,30548
4,to,25262
5,in,22100
6,a,20774
7,for,13346
8,is,11880
9,on,9166
10,you,9165
11,be,8661
12,i,8327
13,that,8071
14,this,7159
15,are,6312
16,it,6231
17,or,6134
18,as,6020
19,with,5996
20,language,5793
21,will,5780
22,s,5682
23,university,5503
24,by,5163
25,at,4721
26,from,4642
27,your,4146
28,have,4074
29,not,4018
30,e,3775
31,an,3659
32,we,3465
33,can,3107
34,linguistics,3041
35,all,3026
36,if,2944
37,mail,2823
38,information,2748
39,one,2660
40,de,2554
41,which,2486
42,but,2388
43,conference,2344
44,do,2322
45,t,2285
46,more,2199
47,languages,2192
48,d,2141
49,there,2124
50,papers,2112
51,english,2098
52,about,2089
53,new,2064
54,no,2045
55,http,1965
56,was,1947
57,please,1945
58,also,1862
59,has,1851
60,n,1850
61,other,1808
62,address,1794
63,should,1779
64,email,1777
65,would,1759
66,edu,1746
67,my,1734
68,our,1731
69,they,1730
70,what,1723
71,any,1699
72,out,1686
73,fax,1683
74,some,1672
75,may,1643
76,their,1636
77,so,1621
78,only,1611
79,research,1590
80,www,1581
81,how,1552
82,m,1548
83,workshop,1507
84,who,1491
85,these,1471
86,order,1448
87,program,1443
88,us,1406
89,like,1370
90,people,1350
91,time,1345
92,linguistic,1345
93,send,1343
94,name,1305
95,first,1286
96,work,1254
97,call,1229
98,me,1222
99,than,1186
100,com,1183
101,two,1176
102,list,1171
103,use,1171
104,uk,1150
105,been,1128
106,paper,1122
107,l,1121
108,c,1116
109,theory,1109
110,up,1103
111,such,1094
112,free,1094
113,get,1092
114,u,1074
115,number,1067
116,th,1052
117,following,1052
118,speech,1048
119,make,1042
120,p,1041
121,now,1039
122,available,1033
123,o,1026
124,book,1025
125,web,1020
126,many,997
127,each,986
128,usa,977
129,them,977
130,just,977
131,report,965
132,b,956
133,between,938
134,he,936
135,registration,927
136,when,916
137,h,914
138,g,908
139,money,903
140,word,899
141,form,896
142,contact,885
143,most,883
144,well,882
145,very,879
146,am,875
147,department,872
148,international,870
149,grammar,867
150,ac,859
151,systems,858
152,over,852
153,syntax,850
154,its,842
155,those,840
156,j,832
157,here,820
158,computer,813
159,r,809
160,based,806
161,john,804
162,addresses,799
163,state,796
164,analysis,795
165,does,790
166,world,790
167,know,786
168,discourse,784
169,text,781
170,words,781
171,different,773
172,abstracts,771
173,must,768
174,see,768
175,into,766
176,case,759
177,way,755
178,include,752
179,science,747
180,including,745
181,studies,741
182,la,735
183,session,731
184,both,727
185,site,726
186,internet,722
187,take,717
188,business,717
189,could,716
190,where,714
191,had,710
192,were,708
193,discussion,706
194,phone,706
195,special,699
196,data,698
197,x,693
198,used,685
199,below,683
200,system,681
201,second,677
202,then,673
203,etc,670
204,even,667
205,further,663
206,his,662
207,much,653
208,abstract,650
209,pp,650
210,speakers,641
211,software,638
212,day,636
213,acquisition,636
214,page,634
215,before,633
216,within,631
217,general,631
218,structure,631
219,re,629
220,semantics,627
221,part,625
222,sent,619
223,after,617
224,students,615
225,using,610
226,same,609
227,html,598
228,non,597
229,issues,593
230,submission,588
231,invited,586
232,receive,579
233,need,576
234,want,575
235,committee,574
236,processing,573
237,subject,570
238,study,569
239,received,569
240,submissions,567
241,natural,563
242,place,561
243,institute,560
244,find,559
245,made,558
