rank,word,training_frequency
1,the,51402
2,of,38114
3,and,30606
4,to,26207
5,in,22098
6,a,21241
7,for,13662
8,is,12429
9,you,9767
10,on,9251
11,be,9037
12,i,8861
13,that,8571
14,this,7446
15,it,6597
16,are,6475
17,or,6440
18,as,6194
19,with,6153
20,will,6018
21,s,5803
22,language,5764
23,university,5518
24,by,5236
25,at,4728
26,from,4633
27,your,4274
28,have,4258
29,not,4247
30,e,3835
31,an,3742
32,we,3640
33,can,3328
34,if,3150
35,all,3106
36,linguistics,2956
37,mail,2917
38,information,2827
39,one,2786
40,which,2609
41,but,2537
42,de,2513
43,do,2500
44,t,2439
45,more,2269
46,papers,2252
47,d,2242
48,conference,2233
49,there,2229
50,about,2191
