rank,word,training_frequency
1,the,50453
2,of,37716
3,and,30548
4,to,25262
5,in,22100
6,a,20774
7,for,13346
8,is,11880
9,on,9166
10,you,9165
11,be,8661
12,i,8327
13,that,8071
14,this,7159
15,are,6312
16,it,6231
17,or,6134
18,as,6020
19,with,5996
20,language,5793
21,will,5780
22,s,5682
23,university,5503
24,by,5163
25,at,4721
26,from,4642
27,your,4146
28,have,4074
29,not,4018
30,e,3775
31,an,3659
32,we,3465
33,can,3107
34,linguistics,3041
35,all,3026
36,if,2944
37,mail,2823
38,information,2748
39,one,2660
40,de,2554
41,which,2486
42,but,2388
43,conference,2344
44,do,2322
45,t,2285
46,more,2199
47,languages,2192
48,d,2141
49,there,2124
50,papers,2112
