rank,word,training_frequency
1,the,51402
2,of,38114
3,and,30606
4,to,26207
5,in,22098
6,a,21241
7,for,13662
8,is,12429
9,you,9767
10,on,9251
11,be,9037
12,i,8861
13,that,8571
14,this,7446
15,it,6597
16,are,6475
17,or,6440
18,as,6194
19,with,6153
20,will,6018
21,s,5803
22,language,5764
23,university,5518
24,by,5236
25,at,4728
26,from,4633
27,your,4274
28,have,4258
29,not,4247
30,e,3835
31,an,3742
32,we,3640
33,can,3328
34,if,3150
35,all,3106
36,linguistics,2956
37,mail,2917
38,information,2827
39,one,2786
40,which,2609
41,but,2537
42,de,2513
43,do,2500
44,t,2439
45,more,2269
46,papers,2252
47,d,2242
48,conference,2233
49,there,2229
50,about,2191
51,languages,2174
52,no,2136
53,english,2075
54,was,2055
55,please,2027
56,n,1947
57,should,1930
58,also,1901
59,email,1901
60,new,1899
61,address,1889
62,has,1887
63,other,1886
64,would,1878
65,my,1871
66,what,1868
67,http,1831
68,any,1825
69,edu,1814
70,they,1793
71,may,1781
72,our,1759
73,out,1751
74,some,1736
75,only,1710
76,so,1697
77,fax,1683
78,how,1664
79,their,1644
80,research,1618
81,workshop,1606
82,who,1574
83,order,1547
84,these,1512
85,program,1496
86,m,1489
87,www,1482
88,people,1451
89,like,1419
90,send,1418
91,name,1410
92,time,1389
93,us,1381
94,linguistic,1357
95,first,1319
96,work,1314
97,me,1297
98,use,1266
99,list,1249
100,paper,1248
