rank,word,training_frequency
1,the,51070
2,of,37932
3,and,30629
4,to,25690
5,in,22058
6,a,20854
7,for,13454
8,is,11939
9,you,9478
10,on,9284
11,be,8908
12,i,8425
13,that,8217
14,this,7315
15,are,6417
16,it,6332
17,or,6212
18,as,6102
19,will,6073
20,with,6072
21,language,5652
22,s,5644
23,university,5559
24,by,5197
25,at,4692
26,from,4624
27,your,4251
28,not,4073
29,have,4042
30,e,3850
31,an,3671
32,we,3510
33,can,3210
34,all,3046
35,if,3038
36,linguistics,2991
37,mail,2947
38,information,2796
39,one,2722
40,which,2560
41,de,2451
42,do,2443
43,but,2432
44,conference,2422
45,t,2388
46,papers,2273
47,more,2266
48,d,2252
49,there,2161
50,languages,2139
