rank,word,training_frequency
1,the,49897
2,of,37216
3,and,29973
4,to,25164
5,in,21675
6,a,20549
7,for,13009
8,is,11791
9,on,9113
10,you,8985
11,be,8505
12,i,8365
13,that,8014
14,this,7077
15,are,6182
16,it,6124
17,or,6000
18,as,5961
19,with,5848
20,language,5811
21,will,5666
22,university,5562
23,s,5554
24,by,5013
25,at,4635
26,from,4594
27,have,4084
28,not,3994
29,your,3968
30,e,3727
31,an,3610
32,we,3554
33,can,3041
34,if,2989
35,all,2963
36,linguistics,2942
37,mail,2762
38,information,2721
39,one,2600
40,which,2535
41,but,2443
42,de,2370
43,do,2367
44,t,2327
45,conference,2290
46,english,2164
47,there,2127
48,more,2103
49,languages,2100
50,about,2058
