rank,word,training_frequency
1,the,52888
2,of,39588
3,and,32117
4,to,26007
5,in,22604
6,a,21104
7,for,14021
8,is,12126
9,on,9667
10,you,9429
11,be,9335
12,that,8018
13,i,7962
14,this,7430
15,are,6534
16,will,6319
17,it,6297
18,or,6262
19,as,6152
20,language,6093
21,with,6092
22,university,6046
23,s,5639
24,by,5396
25,at,4915
26,from,4758
27,your,4238
28,e,4051
29,have,4028
30,not,4004
31,an,3775
32,we,3553
33,can,3222
34,all,3088
35,linguistics,3067
36,mail,3063
37,if,3022
38,information,2983
39,one,2701
40,conference,2640
41,de,2626
42,which,2614
43,papers,2521
44,do,2361
45,but,2359
46,t,2354
47,d,2322
48,more,2226
49,languages,2202
50,http,2139
51,english,2139
52,new,2126
53,please,2111
54,there,2111
55,about,2086
56,no,2074
57,should,2033
58,address,1967
59,also,1914
60,workshop,1883
61,other,1868
62,has,1865
63,was,1846
64,n,1841
65,edu,1828
66,email,1821
67,what,1811
68,fax,1788
69,may,1775
70,research,1740
71,www,1722
72,out,1716
73,they,1709
74,my,1709
75,our,1705
76,any,1705
77,would,1679
78,their,1662
79,only,1650
80,some,1633
81,so,1607
82,how,1575
83,m,1544
84,program,1521
85,these,1498
86,order,1495
87,linguistic,1438
88,who,1430
89,name,1428
90,us,1427
91,send,1403
92,time,1365
93,people,1361
94,first,1358
95,call,1345
96,paper,1321
97,like,1308
98,uk,1286
99,use,1276
100,two,1268
